"site","year","daynum.tenth","daynum.median","daynum.nintieth","daynum.mean","daynum.range"
60,1982,105,123,137,125.11607900876,32
60,1983,109,123,134,122.574795385139,25
60,1984,102,121,143,125.275077188756,41
60,1985,94,131,171,136.330482258971,77
60,1986,87,119,144,120.48023966212,57
60,1987,107,125,140,127.282650885826,33
60,1988,99,133,151,132.088518642487,52
60,1989,100,107,130,115.162346507895,30
60,1990,102,114,132,116.303436680163,30
60,1991,111,120,130,122.811332760652,19
60,1992,97,111,122,112.10093703125,25
60,1993,109,123,149,130.323072836888,40
60,1994,109,123,140,126.445870857549,31
60,1995,103,118,130,121.36027161649,27
60,1996,102,126,142,125.055306511093,40
60,1997,100,118,130,120.364782854562,30
60,1998,107,132,146,131.03583179229,39
60,1999,109,117,130,120.911473912192,21
60,2000,109,121,145,129.485848598918,36
60,2001,107,124,144,129.705611313575,37
60,2002,101,122,143,126.871791529188,42
60,2003,97,114,131,117.963267316765,34
60,2004,96,125,144,123.68233019367,48
60,2005,95,109,137,117.281835565491,42
60,2006,88,106,127,112.942427101518,39
60,2007,104,115,145,122.999546244774,41
60,2008,112,121,137,126.066821605096,25
60,2009,88,101,130,110.633411120628,42
60,2011,89,130,172,130.910565103202,83
60,2013,88,108,136,113.153914794282,48
60,2014,88,102,122,109.025800559537,34
60,2015,81,130,165,130.879080041834,84
61,1977,102,116,130,118.566943330185,28
61,1978,88,116,158,123.706795097324,70
61,1979,108,130,158,136.185658015963,50
61,1980,95,124,148,126.168957331643,53
61,1981,88,117,153,120.549847628717,65
61,1982,99,111,115,112.600000017709,16
61,1983,102,108,122,112.414972945558,20
61,1984,99,109,123,114.119934846734,24
61,1985,112,126,137,127.857369697094,25
61,1986,109,126,134,126.119365446228,25
61,1987,81,109,139,114.029229763722,58
61,1988,81,109,144,111.967799287006,63
61,1989,103,109,116,114.527234781991,13
61,1990,95,107,121,111.761001277834,26
61,1991,97,112,121,112.792122385313,24
61,1992,102,102,109,108.954917434358,7
61,1993,81,110,149,116.410034577031,68
61,1994,123,129,129,129.431536711503,6
61,1995,101,109,122,113.398624038442,21
61,1996,88,123,151,122.862567059856,63
61,1997,60,116,158,115.641881431747,98
61,1999,81,117,151,117.718198829243,70
61,2000,102,117,130,120.586098445395,28
61,2001,79,117,158,122.894930119408,79
61,2002,108,130,158,135.286163510837,50
61,2003,81,113,151,117.164276744957,70
61,2005,78,115,151,118.850201846849,73
61,2006,105,110,116,112.972783599003,11
61,2007,90,108,137,113.816997327971,47
61,2008,93,113,136,117.129532634505,43
61,2009,61,93,127,98.3224320784325,66
61,2011,89,118,151,124.627278678025,62
61,2013,100,111,126,115.609439424581,26
61,2015,92,123,151,126.498612447595,59
62,1977,102,123,145,125.658097737959,43
62,1978,104,119,144,123.882913543855,40
62,1979,96,109,130,114.007594321837,34
62,1980,94,112,136,115.643062607895,42
62,1981,104,119,136,124.774844746612,32
62,1982,93,108,134,113.685852540478,41
62,1983,99,116,134,117.350434623376,35
62,1984,99,120,136,121.192424301148,37
62,1985,99,113,134,119.237326088782,35
62,1986,100,115,136,120.768865894828,36
62,1987,100,117,136,122.036223643163,36
62,1988,91,118,137,115.461919132174,46
62,1989,91,108,123,109.47207951235,32
62,1990,88,99,121,106.182672564766,33
62,1991,100,117,136,120.905472371128,36
62,1992,85,106,122,110.047504173047,37
62,1993,89,97,125,105.109383237685,36
62,1994,92,111,125,115.469269829122,33
62,1995,97,104,116,109.423371059888,19
62,1996,95,107,123,110.360638064875,28
62,1997,78,105,123,106.185582726064,45
62,1998,92,113,147,121.855092807965,55
62,1999,91,104,120,107.338840071911,29
62,2000,88,109,133,111.691040813649,45
62,2001,94,117,132,117.538751757249,38
62,2002,95,116,135,118.279535435475,40
62,2003,88,100,130,110.556267048482,42
62,2004,90,112,130,115.354319377751,40
62,2005,89,109,123,110.157211775203,34
62,2006,91,103,123,110.016548303671,32
62,2007,74,116,158,119.624483117984,84
62,2013,99,113,139,120.789256074499,40
62,2015,91,102,122,105.876008698608,31
63,1977,93,130,165,129.474319414192,72
64,1977,98,126,140,125.446497029566,42
64,1978,112,119,137,124.36565584684,25
64,1983,106,120,132,123.190191979159,26
64,1984,92,108,121,112.902534871457,29
64,1985,101,114,141,122.533654818241,40
64,1986,105,126,136,124.454394316519,31
64,1987,99,113,139,122.179127715691,40
64,1988,99,109,130,116.008880643824,31
64,1989,88,104,125,110.019385448308,37
64,1990,95,116,130,116.983305998033,35
64,1991,102,123,149,127.213112843579,47
64,1992,98,102,114,109.87735661809,16
64,1993,81,116,144,118.455669329085,63
64,1994,102,113,130,118.412073780957,28
64,1995,104,118,139,123.590590141388,35
64,1996,101,116,130,118.845488833164,29
64,1997,101,113,123,116.941275193416,22
64,1998,100,124,137,121.563710619872,37
64,1999,100,117,132,118.496958872687,32
64,2000,104,115,128,120.415760499783,24
64,2001,92,113,132,116.128930817505,40
64,2002,106,124,137,127.745847844254,31
64,2003,97,118,128,116.7597767073,31
64,2004,96,112,128,114.667190345495,32
65,1978,107,133,151,133.916919986403,44
65,1979,102,118,147,125.998575083827,45
65,1980,109,132,144,131.83755649075,35
65,1981,99,124,139,123.59371886042,40
65,1982,98,109,130,116.046529702264,32
65,1983,92,112,132,118.864898966962,40
65,1984,102,118,133,119.883743193219,31
65,1985,109,123,137,125.628989106968,28
65,1986,98,115,137,119.369234901964,39
65,1987,109,132,143,131.620304022711,34
65,1988,96,118,139,120.122309378414,43
65,1989,86,108,129,111.604960082362,43
65,1990,88,110,135,115.080271245309,47
65,1991,101,123,141,128.119356025659,40
65,1992,97,113,137,117.730482076286,40
65,1993,93,119,135,118.871242444024,42
65,1994,98,112,124,112.84939609159,26
65,1995,97,110,132,117.96041702108,35
65,1996,96,124,141,123.720525031037,45
65,1997,95,116,136,120.094568645804,41
65,1998,105,113,136,121.24311077987,31
65,1999,85,106,133,110.718992348037,48
65,2000,87,108,137,115.940084585542,50
65,2001,94,117,137,118.488892351852,43
65,2002,87,116,138,116.941433197656,51
65,2003,86,101,125,105.770697773996,39
65,2004,89,116,139,119.04048528942,50
65,2005,95,119,133,119.04026356165,38
65,2006,95,109,130,114.519633123687,35
65,2007,86,118,129,115.180342362191,43
65,2008,95,119,130,119.863399515058,35
65,2009,80,109,139,112.179079796149,59
65,2011,81,102,132,108.180625539105,51
65,2014,78,99,120,106.02886448517,42
66,1978,93,119,132,118.871214769155,39
66,1979,100,113,135,120.845349442651,35
66,1980,101,115,127,118.977935055676,26
66,1981,95,116,138,118.543131062649,43
66,1982,99,115,135,119.710498547878,36
66,1983,102,119,128,119.853740210695,26
66,1984,92,108,121,111.224358974755,29
66,1985,104,117,131,117.666650412736,27
66,1986,99,106,133,114.397058661883,34
66,1987,99,114,127,118.118314916278,28
66,1988,85,106,120,109.818843249744,35
66,1989,90,100,120,106.200149196464,30
66,1990,94,116,129,115.602594679852,35
66,1991,95,115,134,117.205818406544,39
66,1992,85,108,121,108.076108489944,36
66,1993,98,108,134,113.92070485734,36
66,1994,92,116,127,115.866011632242,35
66,1995,101,112,120,113.363639690676,19
66,1996,98,107,120,113.030462501814,22
67,1978,81,120,152,122.043416180454,71
67,1979,87,125,165,127.948845916458,78
67,1980,83,117,145,116.475219133966,62
67,1981,101,123,131,122.886262180644,30
67,1982,95,109,124,110.183622560829,29
67,1983,95,108,121,112.699005803359,26
67,1984,99,123,141,126.265346941171,42
68,1978,102,123,147,129.942428651695,45
69,1978,112,126,147,129.981736688882,35
69,1979,102,117,140,119.856945748923,38
69,1980,112,122,140,126.017624481128,28
69,1981,94,116,137,117.325073630991,43
69,1982,96,112,124,113.316975940903,28
69,1983,105,116,130,119.295452884793,25
69,1984,99,123,135,126.214834513704,36
69,1985,98,114,139,120.703779378323,41
69,1986,94,116,140,116.526242022276,46
69,1987,99,109,138,116.7789333508,39
69,1988,94,116,138,118.521257488856,44
69,1989,84,103,124,107.370461899118,40
69,1990,81,94,114,101.248269360347,33
69,1991,102,116,130,119.870206246454,28
69,1992,95,112,122,111.835163201733,27
69,1993,93,116,128,118.381267447461,35
69,1994,88,102,116,105.357764963104,28
69,1995,97,103,115,110.479384795219,18
69,1996,96,110,124,111.260589391464,28
69,1997,95,112,131,115.100211978502,36
69,1998,95,110,128,113.974957305395,33
69,1999,88,93,109,100.030326237145,21
69,2000,87,108,133,112.607581807868,46
69,2001,85,100,124,107.210188223614,39
69,2002,80,95,109,98.1664129274194,29
69,2003,84,102,129,109.141270380062,45
69,2004,86,110,128,113.802060503095,42
69,2005,87,102,124,107.676491802378,37
69,2006,78,103,115,103.687705824538,37
69,2007,89,110,127,109.669088157549,38
69,2008,88,117,144,118.180859270333,56
69,2009,82,92,124,101.439064203628,42
69,2011,72,101,122,102.313233131104,50
69,2013,97,116,130,116.412729655579,33
69,2014,80,99,120,103.475496634956,40
69,2015,86,108,131,112.119337957833,45
70,1978,112,139,165,141.447915584636,53
70,1979,103,133,156,136.01832607101,53
70,1980,105,130,158,133.597258558597,53
70,1981,109,132,146,131.568047306709,37
70,1982,95,119,144,123.239082399131,49
70,1983,100,113,134,117.274189988262,34
70,1984,99,118,139,121.408341247097,40
70,1985,100,115,144,121.374923917564,44
70,1986,103,125,150,126.83602136137,47
70,1987,98,114,143,122.745804675354,45
70,1988,85,116,146,117.753349349787,61
70,1989,85,107,134,112.214285714286,49
70,1990,91,109,130,115.155824503405,39
70,1991,101,117,148,122.607355698805,47
70,1992,84,110,139,113.079016200929,55
70,1993,90,109,135,116.15579754918,45
70,1994,104,113,144,123.400765483486,40
71,1978,98,132,164,132.718104272787,66
71,1979,108,140,162,138.488512945879,54
71,1980,90,145,165,138.888783104369,75
71,1981,111,132,158,137.576185139908,47
71,1982,96,131,149,128.071274926731,53
71,1983,101,129,149,127.805344146319,48
71,1984,99,136,155,135.130839700489,56
71,1985,112,135,166,141.276256192511,54
71,1986,106,142,163,143.559242779524,57
71,1987,100,143,167,143.928743390554,67
71,1988,103,137,159,137.841348792936,56
71,1989,79,113,141,118.487644236132,62
71,1990,102,123,152,129.646824806596,50
71,1991,123,144,158,144.121705921822,35
71,1992,110,132,151,135.167144887092,41
71,1993,102,128,151,132.065786692633,49
71,1994,106,123,142,128.667657889291,36
71,1995,99,124,141,126.709733980284,42
71,1996,108,127,150,131.619246155773,42
71,1997,116,136,148,135.913838116693,32
71,1998,115,135,156,138.467965419539,41
71,1999,108,128,150,130.958847740688,42
71,2000,103,132,152,131.731936420401,49
71,2001,106,132,151,132.981470724608,45
71,2002,103,132,152,131.73193642044,49
71,2003,96,124,141,123.942335413737,45
71,2004,102,127,151,132.070747182245,49
71,2005,95,120,153,125.674632109524,58
71,2006,105,133,152,132.594791553533,47
71,2007,101,137,165,137.313298175938,64
71,2008,92,128,158,130.727558762609,66
71,2009,95,127,151,130.229410271346,56
71,2011,88,131,158,131.539693470507,70
71,2013,100,133,158,134.814787474095,58
71,2014,86,114,142,119.436542960599,56
71,2015,91,124,151,124.545739156716,60
72,1978,91,104,124,109.142506872045,33
72,1979,95,106,137,116.208046932065,42
72,1980,93,112,122,114.582251280009,29
72,1981,93,118,131,115.97312562491,38
72,1982,81,100,121,104.446388657099,40
72,1983,95,107,117,108.803506388621,22
72,1984,94,106,120,108.936984501279,26
72,1985,100,114,130,120.076394021033,30
72,1986,100,117,127,119.305682564408,27
72,1987,100,114,135,117.1711672219,35
72,1988,84,93,118,102.719032838263,34
72,1989,91,102,114,102.638343017397,23
72,1990,86,104,120,108.037106276557,34
72,1991,92,111,120,114.179029249515,28
72,1992,79,96,115,101.554949457324,36
72,1993,89,104,121,108.712722332652,32
72,1994,99,114,129,117.447320808437,30
72,1995,93,112,115,108.361178452186,22
72,1996,96,116,134,118.835387116028,38
72,1997,97,110,120,110.730032862955,23
72,1998,91,100,123,105.650118931008,32
72,1999,86,103,113,105.602662704285,27
72,2000,87,102,117,104.71904761846,30
72,2001,96,107,122,111.237885188235,26
72,2002,94,109,127,115.356911041413,33
72,2003,86,100,117,102.458154362906,31
72,2004,86,102,122,107.141073913378,36
72,2005,86,112,130,112.535628218489,44
72,2006,91,102,125,108.534736612216,34
72,2007,95,116,130,115.634250568624,35
72,2008,91,102,129,109.303862642677,38
72,2009,81,95,116,101.636748212557,35
72,2011,89,100,121,107.403358470217,32
72,2013,102,107,129,115.102756428658,27
72,2014,87,98,113,101.579848082316,26
72,2015,94,106,130,114.142856470275,36
73,1978,97,103,116,110.198144751651,19
73,1979,95,106,126,112.166355852721,31
73,1980,109,124,136,124.256102485037,27
73,1981,82,116,151,117.923864716642,69
73,1982,81,101,129,105.857612116268,48
73,1983,96,108,121,112.167944582565,25
73,1984,92,108,123,109.39558353016,31
73,1985,97,112,131,115.374878423679,34
73,1986,89,125,152,122.727599855942,63
73,1987,96,109,127,113.549775618653,31
73,1988,85,106,132,112.55339958056,47
73,1989,79,113,132,110.274878639848,53
73,1990,88,103,116,106.144334123759,28
73,1991,101,129,148,127.67426005075,47
73,1992,85,103,132,110.278688334232,47
73,1994,109,123,135,126.050146572023,26
73,1996,85,125,150,122.4967685756,65
74,1978,72,107,141,109.540097124667,69
74,1979,99,116,127,118.293918407572,28
74,1980,69,104,152,110.993044216551,83
75,1978,112,130,151,135.143508459174,39
76,1979,87,123,164,128.523706537964,77
76,1980,94,123,155,130.27366417924,61
76,1981,74,118,148,117.318697585656,74
76,1982,96,108,120,112.590802813081,24
76,1983,94,113,130,116.63890581704,36
76,1984,95,114,131,116.296291141015,36
76,1985,104,114,139,120.037625728828,35
76,1986,91,106,130,114.92087028431,39
76,1987,94,109,137,115.531300695053,43
76,1988,88,118,145,119.087973537446,57
76,1989,86,101,127,108.214915135127,41
76,1990,90,109,130,112.724968023711,40
76,1991,101,126,138,125.791009555157,37
76,1992,89,111,137,115.155284828956,48
76,1993,87,110,130,115.475940806698,43
76,1994,92,108,128,112.851513553971,36
76,1995,102,130,151,131.467683129814,49
76,1996,102,123,144,124.976958210832,42
76,1997,100,114,129,116.960969380271,29
76,1998,77,116,158,121.059395836393,81
76,1999,96,104,124,111.66879457173,28
76,2000,102,126,137,125.117057485336,35
76,2001,102,117,137,121.704838323352,35
76,2002,80,106,130,109.59134706754,50
76,2003,95,113,136,119.417611908257,41
76,2004,95,118,139,120.197077090851,44
76,2005,102,116,133,120.045496736688,31
76,2006,91,118,151,122.481767040936,60
77,1979,100,113,133,119.132443180532,33
77,1980,96,110,134,115.738522172519,38
77,1981,95,109,127,114.150441975357,32
77,1982,99,115,127,118.261609161611,28
77,1983,102,118,128,118.595508796997,26
77,1984,92,108,121,110.017006799763,29
77,1985,100,116,134,120.228416387312,34
77,1986,99,115,134,118.716955864049,35
77,1987,92,114,137,120.770698527503,45
77,1988,97,106,127,113.597660883454,30
77,1989,90,107,120,108.240597251601,30
77,1990,94,109,122,113.297967036718,28
77,1991,103,115,129,118.566432054899,26
77,1992,85,100,129,107.355449009716,44
77,1993,98,114,134,118.227777792112,36
77,1994,99,116,127,119.08906803519,28
77,1995,95,106,120,110.031706598189,25
77,1996,99,115,120,115.312324625188,21
78,1992,85,100,109,101.309075631164,24
78,1997,99,112,112,112.000000000949,13
79,1979,109,132,151,134.088421193157,42
79,1980,111,130,146,132.155155899895,35
79,1981,108,120,138,125.735562814382,30
79,1982,109,114,139,120.99795015205,30
79,1983,108,120,147,126.455545080184,39
79,1985,109,137,172,142.382786742307,63
79,1986,112,123,142,129.227402637646,30
79,1987,113,131,153,134.395260356698,40
79,1988,94,113,136,119.93841715179,42
79,1989,94,118,147,121.122880623138,53
79,1990,100,124,145,125.580351529021,45
79,1991,108,124,146,126.773653679072,38
79,1992,96,109,138,116.726571494109,42
79,1994,98,120,143,123.110743647176,45
80,1979,101,126,137,128.613470187095,36
80,1980,81,109,137,112.220541096591,56
81,1979,88,103,125,111.416642398009,37
81,1980,88,112,131,115.508114894301,43
81,1981,101,117,138,120.86482532839,37
81,1982,90,112,127,113.825793828627,37
81,1983,95,109,127,113.748777671026,32
82,1979,94,112,132,118.398779041594,38
82,1980,102,116,137,121.974187087046,35
82,1981,101,117,138,119.533309755927,37
82,1982,96,110,127,114.22288804183,31
82,1983,74,112,151,113.974199479483,77
82,2001,109,117,123,121.622611173558,14
82,2002,81,123,155,123.581527828077,74
82,2003,85,106,127,112.513209160825,42
82,2004,83,109,151,117.259922054158,68
82,2005,46,95,137,94.8359918624513,91
82,2006,74,88,102,90.4692652098497,28
82,2007,95,128,144,127.233092090026,49
82,2008,67,109,151,114.258612201796,84
82,2009,86,101,123,108.964002734669,37
82,2011,89,96,118,104.253549670838,29
82,2014,86,100,115,103.6852722089,29
82,2015,98,106,128,115.409467109696,30
83,1979,103,137,158,136.802319806453,55
83,1980,102,132,155,130.695328761261,53
83,1981,99,132,150,131.627605598238,51
83,1982,78,109,134,112.881390893768,56
83,1983,102,116,137,119.938132615724,35
83,1984,95,114,141,119.638751562083,46
83,1985,99,130,159,131.560300391062,60
83,1986,105,139,165,136.380693095256,60
83,1987,104,134,157,133.967885143002,53
83,1988,103,131,159,134.539601816244,56
83,1989,81,107,130,110.027693526609,49
83,1990,95,116,144,120.513342449271,49
83,1991,112,130,149,132.936582090599,37
83,1992,95,121,146,123.48635475754,51
83,1994,102,126,144,126.937679427981,42
83,1995,90,115,130,115.162852013794,40
83,1996,85,116,136,118.728044225082,51
83,1997,100,116,140,120.896774488088,40
83,1998,98,126,147,128.284308440129,49
83,1999,97,115,137,119.888120933648,40
83,2000,112,132,151,132.707506517229,39
83,2001,109,123,144,128.189428689191,35
83,2002,106,134,155,135.132765796552,49
83,2003,100,130,148,129.621864572333,48
83,2004,111,128,148,133.526492897966,37
83,2005,102,129,150,129.267326960381,48
83,2006,99,125,149,126.797856513193,50
83,2007,102,138,162,138.127551013124,60
83,2008,114,137,156,141.611283502526,42
83,2009,97,123,158,128.239669164064,61
83,2011,87,124,149,121.916850986962,62
83,2014,85,108,138,114.549381176208,53
83,2015,85,116,159,123.886041385524,74
84,1979,95,116,137,121.595375143323,42
84,1980,87,107,139,116.388008192888,52
84,1981,98,117,137,119.22559932569,39
84,1982,81,99,124,105.713545669522,43
84,1983,89,100,121,107.969218811264,32
84,1984,88,112,131,111.640297406421,43
84,1985,91,109,132,113.566071929372,41
84,1986,104,115,137,121.004983944872,33
84,1987,93,109,127,112.85415980569,34
84,1988,83,103,123,108.148965199891,40
84,1989,81,94,115,98.5151661073329,34
84,1990,77,94,115,99.4794285598431,38
84,1991,101,120,134,122.451215683314,33
84,1992,88,108,120,107.69500509656,32
84,1993,76,108,144,112.898066274346,68
84,1994,100,107,127,114.590074666196,27
84,1995,89,101,115,104.906739401837,26
84,1996,95,107,127,113.238284419201,32
84,1997,88,106,132,108.529619493614,44
84,1998,74,109,137,109.587025518916,63
84,1999,85,99,127,107.976630190993,42
84,2000,88,102,130,110.029342582245,42
84,2001,86,107,121,109.541482780549,35
84,2002,79,104,127,107.003132678958,48
84,2003,78,106,128,109.46406337764,50
84,2004,80,104,127,107.431111100587,47
84,2005,88,95,121,105.357794411574,33
84,2006,79,93,115,102.157558355279,36
84,2007,80,88,110,96.8385352069249,30
84,2008,84,102,130,106.618425203696,46
84,2009,75,96,114,99.2883821401,39
84,2011,81,102,124,105.298165879877,43
84,2013,92,113,134,115.380066391108,42
84,2014,78,106,134,111.009675808946,56
84,2015,85,100,123,105.344459917235,38
85,1979,109,120,147,127.638949099404,38
85,1980,88,132,165,129.701645866668,77
85,1981,109,124,134,126.535982842574,25
85,1982,88,102,121,108.019498656012,33
85,1983,95,112,129,117.40342889765,34
85,1984,91,107,138,112.42442973314,47
85,1985,106,125,137,125.438009739478,31
85,1986,95,107,130,116.478586741414,35
85,1987,109,132,141,130.973516353673,32
85,1988,95,127,157,133.121292525317,62
85,1989,82,111,137,112.991867351589,55
85,1992,87,107,128,112.75401547215,41
85,1993,81,126,155,123.577981148715,74
85,1995,92,111,133,117.815833348886,41
85,1996,107,126,136,125.417502606671,29
85,1997,99,113,134,122.678461346941,35
85,1998,74,109,151,113.840211460408,77
85,1999,87,109,124,110.353631802741,37
85,2000,98,113,134,120.750202675276,36
85,2001,104,113,144,121.5696326299,40
85,2002,101,117,149,124.631222681713,48
85,2003,98,107,135,115.548911730347,37
85,2004,111,121,137,125.858566187004,26
85,2005,99,116,138,122.174031942854,39
85,2006,90,108,126,111.009847695271,36
85,2007,102,122,139,125.336256876274,37
85,2008,95,116,133,119.416718028516,38
85,2009,95,107,139,116.867996120684,44
85,2011,70,119,158,117.715046052894,88
85,2013,100,117,143,121.750908650089,43
85,2014,91,108,120,109.78234819163,29
85,2015,94,115,138,117.703258983623,44
86,1979,93,107,122,111.90751678223,29
86,1980,74,106,129,105.253478766426,55
86,1981,90,111,137,116.963123915846,47
86,1982,78,99,125,107.17668014656,47
86,1983,95,108,127,113.346233606427,32
86,1984,87,100,121,105.429617484565,34
86,1985,93,115,128,115.195646011195,35
86,1986,93,112,123,113.530864418881,30
86,1987,89,109,131,112.12583451007,42
86,1988,86,110,128,113.33798887966,42
86,1989,79,85,99,93.0911129673992,20
86,1990,78,93,116,99.2297297387291,38
86,1991,101,113,136,120.814235967637,35
86,1992,88,97,116,103.455777729812,28
86,1993,81,94,119,101.597075554959,38
86,1994,86,110,123,110.460065123676,37
86,1995,86,100,113,103.225130669223,27
86,1996,98,107,121,111.84101672549,23
86,1997,84,99,130,106.488208715778,46
86,1998,81,100,122,106.186608754021,41
86,1999,79,100,121,105.208183542973,42
86,2000,87,110,127,110.107718814325,40
86,2001,85,104,120,109.843243171639,35
86,2002,87,106,127,109.801623763897,40
86,2003,82,100,118,103.558659103564,36
86,2004,86,101,122,107.539403910166,36
86,2005,87,95,123,104.401227587944,36
86,2006,74,93,120,100.895984510802,46
86,2007,74,98,127,101.830807255803,53
86,2008,86,106,128,111.592893133488,42
86,2009,81,93,116,100.00233800904,35
86,2011,74,95,122,99.8742531335219,48
86,2013,88,103,123,108.22343742248,35
86,2014,88,101,120,104.401905524326,32
86,2015,81,101,129,105.08182216412,48
87,1979,111,123,133,126.332140452212,22
87,1980,89,122,161,124.983471462645,72
87,1981,109,118,137,124.038918117613,28
87,1982,99,110,120,115.928035064783,21
87,1983,106,123,138,123.195340986843,32
87,1984,102,119,136,122.506175821228,34
87,1985,114,130,143,133.918134120093,29
87,1986,87,115,151,122.798206863988,64
87,1988,94,117,127,115.986981984336,33
87,1989,80,102,132,108.810228861527,52
87,1990,107,122,146,126.882394105401,39
87,1991,109,124,137,123.484418135349,28
87,1992,101,118,129,119.404791074533,28
87,1993,95,128,165,132.815154126531,70
87,1995,112,123,136,125.272865647439,24
87,1996,107,120,144,124.883162280542,37
87,1997,102,116,128,120.128115685272,26
89,1979,96,118,140,120.342510664975,44
89,1980,90,114,138,117.58965607363,48
89,1981,99,124,135,124.91158023121,36
89,1982,81,99,124,105.507271654632,43
89,1983,100,116,129,116.541396482659,29
89,1984,92,113,134,116.122218368791,42
89,1985,94,111,128,116.117579912679,34
89,1986,92,116,142,121.440508685852,50
89,1987,99,122,136,122.930434775781,37
89,1988,91,106,128,111.373558507109,37
89,1989,79,93,120,99.813432829317,41
89,1990,81,99,134,108.291457284063,53
89,1991,101,120,141,125.439156074522,40
89,1992,82,103,129,108.868327381956,47
89,1993,86,108,129,113.134615385552,43
89,1994,92,113,142,117.852543667612,50
89,1995,86,99,128,108.589655172481,42
89,1996,96,125,143,122.565331782888,47
89,1997,85,114,134,115.524933911369,49
89,1998,89,106,141,114.803813487641,52
89,1999,93,115,135,117.004854369551,42
89,2000,88,113,134,115.288990810446,46
89,2001,94,114,136,116.795737769039,42
89,2002,87,113,135,114.26027400497,48
89,2003,78,106,130,112.490227934267,52
89,2004,88,114,134,115.893697797789,46
89,2005,88,106,137,113.336363632635,49
89,2006,92,116,127,115.210185926586,35
89,2007,80,104,127,107.054686329806,47
89,2008,91,114,133,115.266059935465,42
89,2009,85,116,134,113.082848529047,49
89,2011,82,102,132,108.494562128502,50
89,2014,87,122,140,120.141675728132,53
89,2015,92,119,137,120.324624706654,45
90,1979,103,116,135,122.820298818539,32
91,1979,88,109,123,110.768822665528,35
91,1980,81,93,129,104.342800124848,48
91,1981,88,119,137,117.298592132011,49
91,1982,81,93,111,99.1248945146824,30
91,1983,96,103,109,105.534103265394,13
91,1984,81,108,114,106.892053841422,33
91,1985,95,106,116,108.666508371253,21
91,1986,95,106,115,107.511806067555,20
91,1987,92,102,130,111.939093346082,38
91,1988,91,107,120,108.305342402121,29
91,1989,74,97,109,96.7539832223577,35
91,1990,83,102,116,102.462682434021,33
91,1991,102,118,130,119.117693641604,28
91,1992,74,99,133,104.866746850007,59
91,1993,82,98,126,104.534710003633,44
91,1994,96,110,125,112.409108447853,29
91,1995,88,95,111,100.114475788277,23
91,1996,60,101,136,101.636416081354,76
91,1997,74,102,121,104.89092028079,47
91,1998,85,107,121,107.206126613052,36
91,1999,83,93,119,102.341990222648,36
91,2000,80,109,122,109.177758373159,42
91,2001,87,103,121,105.847368421053,34
91,2002,85,108,123,109.862537905536,38
91,2003,80,97,114,101.104927877985,34
91,2004,91,104,123,108.94696061759,32
91,2005,82,94,116,101.380486887857,34
91,2006,81,93,108,100.870130387142,27
91,2007,67,88,110,94.2872355619537,43
91,2008,78,92,121,101.665919221417,43
91,2009,81,95,111,97.5950407130053,30
91,2011,74,94,118,98.9256499044648,44
91,2013,96,109,113,107.966396338773,17
91,2014,81,95,107,98.1933247629203,26
91,2015,78,101,122,103.70706064604,44
92,1979,115,131,157,137.223623978866,42
92,1980,119,137,161,139.956826945824,42
92,1981,109,128,146,132.026498077589,37
92,1982,110,121,145,126.303531754982,35
92,1983,105,112,131,120.13811296069,26
92,1984,102,115,135,118.997054855491,33
92,1985,102,123,152,130.270717648464,50
92,1986,105,125,142,127.03828143064,37
92,1987,111,132,150,132.670472218327,39
92,1988,94,123,148,124.725316754638,54
92,1989,96,109,133,116.276688767021,37
92,1990,104,123,144,125.068339146501,40
92,1991,107,129,155,135.426805091099,48
92,1992,96,113,142,120.807665936985,46
92,1993,117,137,157,139.320101892497,40
92,1994,115,129,148,135.321862741586,33
92,1995,101,122,137,123.437499992208,36
92,1996,108,130,159,134.499417927901,51
92,1997,110,127,141,128.864347543131,31
92,1998,106,127,148,130.417956655906,42
92,1999,99,120,138,122.558049169974,39
92,2000,109,129,143,131.951280902989,34
92,2001,96,130,158,130.997024522578,62
92,2002,123,130,137,134.305017984575,14
92,2003,88,123,165,129.289785659693,77
92,2004,102,123,151,128.306633289471,49
92,2005,111,123,137,127.237504360844,26
92,2006,105,125,143,129.193116692107,38
92,2007,108,130,151,133.605606045677,43
92,2008,119,130,144,134.956559586033,25
92,2009,95,121,158,129.000561510845,63
92,2011,109,137,172,142.003016523496,63
92,2013,102,130,158,132.545958554066,56
92,2014,106,120,137,122.455219965586,31
92,2015,114,135,150,137.326329251014,36
93,1979,102,125,142,129.181461352563,40
93,1980,97,131,153,130.27459254792,56
93,1981,98,127,156,132.615000362921,58
93,1982,81,124,149,125.828397630122,68
93,1983,99,120,144,126.48445484947,45
93,1984,102,126,141,126.432643514321,39
93,1985,100,138,163,139.384209431226,63
93,1986,100,139,162,138.69264771107,62
93,1987,93,129,161,130.579579114465,68
93,1988,90,138,163,134.580548052689,73
93,1989,79,114,142,116.059553607413,63
93,1990,106,129,151,132.53937680979,45
93,1991,120,141,158,141.970171262874,38
93,1992,114,128,143,133.278019710562,29
93,1993,114,141,155,140.363746378338,41
93,1994,99,121,142,126.156321334076,43
93,1996,110,127,150,133.716022568729,40
93,1997,101,130,143,128.774680544558,42
93,1998,111,135,150,133.245335594092,39
93,1999,99,127,151,127.380982343513,52
93,2000,102,127,151,130.620005787806,49
93,2001,107,135,163,140.616474884282,56
93,2002,113,137,155,138.992060632338,42
