"site","year","daynum.tenth","daynum.median","daynum.nintieth","daynum.mean","daynum.range"
1013,2001,85,105,123,105.762444441292,38
1013,2002,79,108,134,114.027677780318,55
1013,2003,77,100,124,102.982017285237,47
1013,2004,81,109,137,112.77009175048,56
1013,2005,81,95,125,103.066784919936,44
1013,2006,80,95,107,99.6463428776621,27
1013,2007,66,97,123,99.8082252953307,57
1013,2008,53,95,151,101.742107702551,98
1013,2009,74,94,123,100.681779710438,49
1013,2011,74,89,122,98.8084666452675,48
1013,2013,96,101,130,111.596831903098,34
1013,2014,78,100,129,106.62289926119,51
1013,2015,85,100,130,105.127107439938,45
1014,1991,96,113,134,120.167882801524,38
1014,1992,83,102,115,102.594805876333,32
1014,1993,85,99,123,105.113475176799,38
1014,1994,87,100,121,106.137096774293,34
1014,1995,86,99,113,100.040650406991,27
1014,1996,90,107,121,109.794569219589,31
1014,1997,79,99,121,103.196262763189,42
1014,1998,77,101,127,104.715464982655,50
1014,1999,85,99,115,103.57677403635,30
1014,2000,87,109,120,108.886542733832,33
1014,2001,52,94,144,100.582417568057,92
1014,2002,86,102,124,108.864424375311,38
1014,2003,79,101,124,103.299365696718,45
1014,2004,74,94,115,98.8762608862619,41
1014,2005,82,93,114,98.581546063408,32
1014,2006,78,99,116,100.60919290326,38
1014,2007,73,89,110,95.2908536369318,37
1014,2008,78,101,121,105.478947146565,43
1014,2009,72,92,106,94.6050606178946,34
1014,2011,75,86,108,91.4265734285565,33
1014,2013,97,109,123,111.232603010603,26
1014,2014,80,100,114,103.715392108963,34
1014,2015,86,100,113,103.077747987466,27
1016,1990,91,107,134,113.009909919726,43
1016,1991,102,125,146,126.356641741192,44
1016,1992,83,110,137,112.702498796804,54
1016,1993,81,108,142,114.810524327809,61
1016,1994,88,114,127,114.276833384492,39
1016,1995,83,110,131,108.971727852341,48
1016,1996,95,114,135,117.572738289303,40
1016,1997,85,106,137,114.289914903995,52
1016,1998,88,114,141,116.915786248866,53
1016,1999,86,108,140,115.01375150257,54
1016,2000,94,117,146,120.340250500111,52
1016,2001,93,121,149,122.469696960264,56
1016,2002,108,134,156,136.650191378758,48
1016,2003,100,131,142,128.131081073713,42
1016,2004,110,128,150,133.307893133711,40
1016,2005,102,129,155,132.875684518672,53
1016,2006,103,137,163,134.729070536613,60
1016,2007,109,139,165,140.001028159151,56
1016,2008,104,136,165,138.087947764038,61
1016,2009,93,138,158,133.967059619492,65
1016,2011,85,132,160,129.116603217417,75
1016,2013,99,122,142,124.721163402749,43
1016,2014,80,113,135,113.272554493258,55
1016,2015,85,130,159,131.004342178986,74
1017,1996,100,108,127,115.899396392819,27
1017,1997,78,100,130,107.111842112831,52
1017,1998,91,113,141,115.082925687626,50
1017,1999,94,115,134,115.930885519768,40
1017,2000,87,113,134,114.826538706941,47
1017,2002,95,120,143,125.676211924102,48
1017,2003,85,109,132,113.897814905063,47
1017,2004,92,115,139,119.817523963286,47
1017,2005,88,106,134,113.618129885277,46
1017,2006,79,103,137,111.118399443812,58
1017,2007,74,115,151,117.036211675027,77
1017,2008,94,120,152,124.475373010273,58
1017,2009,85,109,151,116.033754721783,66
1017,2011,80,101,151,112.634760043119,71
1017,2013,99,123,148,126.989130308319,49
1017,2014,80,108,137,111.692647641729,57
1017,2015,83,109,144,114.789707257939,61
1018,1986,106,137,162,139.780473381525,56
1018,1987,100,128,161,132.010500479212,61
1018,1988,96,131,159,133.595886369983,63
1018,1989,83,109,144,115.892653931567,61
1018,1990,101,122,143,125.549973634971,42
1018,1991,117,134,156,138.5424343216,39
1018,1992,93,120,151,126.257772037257,58
1018,1993,92,125,159,129.429068061789,67
1018,1994,101,126,144,125.026699813557,43
1018,1995,86,113,135,115.256718791413,49
1018,1996,108,125,141,129.034275188869,33
1018,1997,88,120,144,123.726786875198,56
1018,1998,116,134,158,139.39305361665,42
1018,1999,86,114,144,118.444333875662,58
1018,2000,95,130,152,127.986322674138,57
1018,2001,95,130,165,134.231295058925,70
1018,2002,104,130,161,132.698711722735,57
1018,2003,95,126,152,126.318604344226,57
1018,2004,104,130,152,132.611233596869,48
1018,2005,95,125,151,128.703754691926,56
1018,2006,93,123,152,129.11989534054,59
1018,2007,115,147,166,146.041588555627,51
1018,2008,107,137,166,141.389714348079,59
1018,2009,83,129,159,128.95582174507,76
1018,2011,89,131,152,130.64175256137,63
1018,2013,101,130,157,132.438555459059,56
1018,2014,86,126,153,124.462902447386,67
1018,2015,86,119,144,119.074183977414,58
1019,1986,107,142,162,144.862649470433,55
1019,1987,99,143,165,141.666317317279,66
1019,1988,111,138,168,140.62399456971,57
1019,1989,88,124,141,120.549009361628,53
1019,1990,102,122,143,125.529565220005,41
1019,1991,116,135,157,138.643496053358,41
1019,1992,102,120,143,125.860902965709,41
1019,1993,99,136,155,134.926667920092,56
1019,1994,99,125,142,126.713161325927,43
1019,1995,95,115,136,120.197851765855,41
1019,1996,109,125,146,127.300742215823,37
1019,1997,100,130,154,127.973193174088,54
1019,1998,114,135,151,136.701566951178,37
1019,1999,99,127,155,129.185040786246,56
1019,2000,99,127,158,129.72302297343,59
1019,2001,106,136,161,139.669711546876,55
1019,2002,104,127,155,134.195035912639,51
1019,2003,112,126,147,132.323326341613,35
1019,2004,102,121,152,129.422706602452,50
1019,2005,95,126,159,130.629929105697,64
1019,2006,98,118,151,125.844668549108,53
1019,2007,102,130,158,131.819736917327,56
1019,2008,102,133,158,135.356380696924,56
1019,2009,88,129,158,130.27409414195,70
1019,2011,92,131,155,130.96600806725,63
1019,2013,99,130,157,133.736530443772,58
1019,2014,85,114,144,115.90175290539,59
1019,2015,85,122,160,124.457934788866,75
1021,1991,118,130,154,138.067579758298,36
1021,2002,90,118,146,120.276648384904,56
1021,2003,89,118,132,116.567235864954,43
1021,2004,102,123,143,126.386783085803,41
1021,2005,93,114,142,121.222378773349,49
1021,2006,86,107,137,114.69813046743,51
1021,2007,88,109,134,114.555314023562,46
1021,2008,76,111,137,112.886840222549,61
1021,2009,82,103,137,109.456844925479,55
1021,2011,80,109,144,116.095188991466,64
1021,2013,97,109,132,116.278166043271,35
1021,2014,83,97,125,105.09055737232,42
1021,2015,88,102,130,109.373879253537,42
1022,1996,102,123,151,129.405374140346,49
1022,2003,98,126,148,126.982484296375,50
1022,2004,111,128,156,134.117978638471,45
1022,2005,95,125,155,128.869672807135,60
1022,2006,93,116,152,123.356079461794,59
1022,2007,98,135,164,136.200266247684,66
1022,2008,107,129,161,136.864641557718,54
1022,2009,89,124,153,123.496897679684,64
1022,2011,88,123,155,126.382152738217,67
1022,2013,105,113,143,123.905036626545,38
1022,2014,84,117,135,116.130518227295,51
1022,2015,91,109,150,118.516042782147,59
1023,2001,102,130,158,134.361835302987,56
1023,2002,117,140,158,143.05831247502,41
1023,2004,108,130,144,130.26874121232,36
1024,1990,80,93,117,98.3700594644548,37
1024,1991,102,113,137,120.17716842449,35
1024,1992,85,101,121,107.678996736868,36
1024,1993,85,113,135,114.511571675936,50
1024,1994,92,107,127,113.242267861337,35
1024,1995,87,101,123,108.010421625459,36
1024,1996,101,116,127,117.713543439178,26
1024,1997,84,106,130,109.001824880311,46
1024,1998,89,108,127,113.04109913643,38
1024,1999,85,109,120,110.244044524878,35
1024,2000,88,109,129,112.126636702934,41
1024,2001,94,107,132,113.166172107169,38
1024,2002,87,106,129,112.439453125,42
1024,2003,85,103,124,109.672112499413,39
1024,2004,86,110,127,111.350408002726,41
1024,2005,88,106,123,109.149054505858,35
1024,2006,89,102,121,106.63093832287,32
1024,2007,80,102,121,105.702126281381,41
1024,2008,85,112,128,112.166864665108,43
1024,2009,84,102,121,105.959377403602,37
1024,2011,75,95,123,100.50922109891,48
1024,2013,99,113,129,115.719720512759,30
1024,2014,78,105,121,103.224719087108,43
1024,2015,85,100,124,106.606022582173,39
1025,2006,95,116,130,116.569435370507,35
1025,2007,88,109,137,116.2975767786,49
1029,2001,93,107,137,115.764151105689,44
1030,2001,88,123,151,124.742195598003,63
1030,2002,109,131,150,133.28798779563,41
1031,2000,81,95,116,103.19444702409,35
1031,2001,82,104,132,107.679999996404,50
1031,2002,79,109,134,111.944297067845,55
1031,2003,76,104,127,103.488016579174,51
1031,2005,83,95,125,104.364662341196,42
1031,2006,82,93,118,101.086619210611,36
1031,2007,73,103,130,105.056168981397,57
1031,2008,84,104,130,107.20565241728,46
1031,2009,53,95,144,100.211923518473,91
1031,2011,74,105,134,107.656336065199,60
1031,2013,96,111,130,113.448156010475,34
1031,2014,74,94,114,99.6795307641527,40
1031,2015,86,101,121,103.997106210678,35
1032,1992,81,102,122,103.880351063824,41
1032,1993,85,108,127,109.168831163757,42
1032,1994,93,100,121,106.947368419352,28
1032,1995,82,92,106,97.5248947043387,24
1032,1996,93,107,121,111.623384968141,28
1032,1997,79,99,120,104.649960694602,41
1032,1998,88,100,121,107.212895617244,33
1032,1999,93,108,121,109.49756003444,28
1032,2000,87,108,130,111.332840968167,43
1032,2001,86,102,122,107.359139784919,36
1032,2002,85,106,127,110.04395794012,42
1032,2003,86,101,124,104.888711215788,38
1032,2004,80,99,129,106.710843398809,49
1032,2005,89,100,121,106.191496836905,32
1032,2006,90,99,120,104.945129370493,30
1032,2007,73,94,115,98.8096040888326,42
1032,2008,85,106,127,110.590395472902,42
1032,2009,83,92,120,99.7147534056874,37
1032,2011,74,86,121,96.5756401373618,47
1032,2013,86,109,123,110.58553066153,37
1032,2014,80,93,116,99.8607934938874,36
1032,2015,84,92,121,101.039595610763,37
1034,1989,80,104,124,105.016389989315,44
1034,1990,87,106,135,113.859231113062,48
1034,1991,101,123,151,126.971220494496,50
1034,1992,86,108,143,116.310733594312,57
1034,1993,88,102,139,111.485924943371,51
1034,1994,99,113,144,120.893967429983,45
1034,1995,86,110,137,113.220858644222,51
1034,1996,97,113,143,122.250828301643,46
1034,1997,100,130,152,130.282249223825,52
1034,1998,99,128,149,131.440407629072,50
1034,1999,93,120,149,122.919235817009,56
1034,2000,98,123,144,127.065875399749,46
1034,2001,94,122,151,125.042559179472,57
1034,2002,102,127,155,134.280110592045,53
1034,2003,87,115,144,120.230366018453,57
1034,2004,86,114,154,122.461396689783,68
1034,2005,94,120,144,125.15380991151,50
1034,2006,97,108,151,121.031340173469,54
1034,2007,95,132,156,134.644710355142,61
1034,2008,93,123,151,124.566110935827,58
1034,2011,90,116,153,120.868472691061,63
1034,2013,100,123,149,125.199126191015,49
1034,2014,93,106,140,115.932837394001,47
1034,2015,96,114,143,119.657679368598,47
1035,1998,88,109,147,115.051821443191,59
1035,1999,81,102,137,110.042831758548,56
1035,2000,88,108,137,111.317528108414,49
1035,2001,87,103,135,111.904606289881,48
1035,2002,84,104,136,109.911504618767,52
1035,2003,81,100,126,106.875038240083,45
1035,2004,82,116,152,121.321775123157,70
1035,2005,80,107,122,107.954923317723,42
1035,2006,82,102,125,103.345135807195,43
1035,2007,73,98,130,102.523401170564,57
1035,2008,77,102,137,106.933107338754,60
1035,2011,71,95,158,108.712561201886,87
1035,2013,81,109,143,114.718569250284,62
1035,2014,83,94,113,101.517200469027,30
1035,2015,80,110,144,112.592635133191,64
1036,2001,93,107,130,114.59933674835,37
1036,2002,95,124,137,123.276782371481,42
1036,2003,85,104,124,108.27067325191,39
1036,2004,97,116,136,117.941171957275,39
1036,2005,80,112,131,110.852259645979,51
1036,2006,85,102,121,106.370691826629,36
1036,2007,73,102,128,106.754523956399,55
1036,2008,87,109,137,113.058487177687,50
1036,2009,81,105,130,108.071449735136,49
1036,2011,81,102,131,107.01080967655,50
1036,2013,95,110,129,114.014349476414,34
1036,2014,88,103,120,106.936101304776,32
1036,2015,79,92,123,102.807481525007,44
1037,1987,90,109,137,114.687235564653,47
1037,1988,78,111,144,113.167613637102,66
1037,1989,82,104,140,108.641442716019,58
1037,1990,90,109,140,116.353647276133,50
1037,1991,101,130,148,131.190585546396,47
1037,1992,87,111,136,114.887732270191,49
1037,1993,81,102,129,107.353108225533,48
1037,1994,89,110,137,115.314135162485,48
1037,1995,82,101,138,112.029650214249,56
1037,1996,95,126,142,125.403715865086,47
1037,1997,98,114,146,120.812594242637,48
1037,1998,91,115,141,116.901091839879,50
1037,1999,86,109,134,113.595632016873,48
1037,2000,89,110,137,114.849410317721,48
1039,1987,84,100,127,107.482661831339,43
1039,1988,75,91,109,94.6315789450724,34
1039,1989,74,79,103,87.805412824139,29
1039,1991,95,113,130,115.699236676759,35
1039,1992,72,87,116,97.3586555004517,44
1039,1993,76,94,123,99.4078092061318,47
1039,1994,78,105,125,105.228758135004,47
1039,1995,79,93,114,98.6069363980621,35
1039,1996,84,100,121,105.058394143101,37
1039,1997,84,99,123,105.440000001294,39
1039,1998,82,102,116,103.038626606523,34
1039,1999,79,93,114,99.1614173223133,35
1039,2000,81,95,112,101.188690634201,31
1039,2011,72,92,118,99.9099999605859,46
1039,2013,86,92,113,100.536723168987,27
1039,2014,98,107,125,108.749999968087,27
1039,2015,71,93,113,96.4754097979956,42
1040,1990,78,105,133,109.765954647411,55
1040,1992,81,112,137,112.557343910884,56
1040,1993,86,114,137,118.222518567442,51
1040,1994,89,104,125,107.725296529362,36
1040,1995,88,104,132,109.669404986209,44
1040,1996,95,113,135,117.65566664873,40
1040,1997,85,100,130,109.619417173282,45
1040,1998,83,101,140,109.534789754368,57
1040,1999,85,99,133,108.638119045876,48
1040,2000,89,109,134,114.222642884793,45
1040,2001,84,104,132,107.758456039439,48
1040,2002,81,106,137,109.84952006975,56
1040,2003,81,100,127,105.583026078483,46
1040,2004,82,110,144,114.29750743367,62
1040,2005,88,106,147,115.647955789703,59
1040,2006,90,108,143,114.574937050745,53
1040,2007,78,109,160,117.927729315057,82
1040,2008,87,121,152,122.717699118292,65
1040,2009,81,101,146,113.334833809281,65
1040,2011,81,112,154,116.670371693287,73
1040,2013,95,113,141,120.355066681751,46
1040,2014,86,108,129,110.948673544724,43
1040,2015,80,100,129,107.133477447632,49
1044,1995,86,103,120,107.236854823831,34
1044,1996,95,109,130,113.470337158661,35
1044,1997,76,98,124,100.8132764431,48
1044,1998,81,102,123,105.286086110244,42
1044,1999,84,100,123,102.939805942532,39
1044,2000,78,93,113,99.4182291759389,35
1044,2001,89,107,127,108.84204541102,38
1044,2002,78,92,118,99.6419301019584,40
1044,2003,82,96,110,98.6582571564365,28
1044,2004,81,102,130,108.772324753021,49
1044,2005,90,108,131,109.828318851116,41
1044,2006,83,102,120,105.779623607943,37
1044,2007,74,99,126,104.635863700601,52
1044,2008,83,104,133,106.338796010109,50
1044,2009,80,103,124,105.90771255717,44
1044,2011,81,100,127,106.380938418138,46
1044,2013,97,111,132,116.850773345914,35
1044,2014,80,103,121,104.390608303537,41
1044,2015,88,103,123,107.651035944294,35
1045,1999,87,100,123,107.309796095044,36
1045,2000,78,93,110,98.530741552858,32
1045,2001,89,99,120,106.614914572334,31
1045,2002,81,104,118,104.329860304311,37
1045,2003,82,96,118,100.873333235405,36
1045,2004,90,110,136,115.311709463953,46
1046,2006,84,119,154,120.186850154122,70
1046,2007,71,112,151,114.686032867101,80
1046,2008,78,120,151,122.885013327655,73
1046,2009,78,127,156,123.629056021944,78
1047,1997,85,116,144,117.104929941249,59
1047,1998,95,124,144,125.026187147362,49
1047,1999,86,99,133,110.485462402866,47
1047,2000,85,118,144,119.449761919943,59
1048,1989,81,95,116,99.3719905334578,35
1048,1990,81,103,122,106.568413275065,41
1048,1991,93,114,136,117.856515775022,43
1048,1992,86,103,126,106.850336108962,40
1048,1993,88,102,123,109.506254205373,35
1048,1994,91,109,131,111.020647450282,40
1048,1995,71,97,118,101.003798243654,47
1048,1996,95,115,138,118.119211187477,43
1048,1997,98,112,123,113.969005339672,25
1048,1998,91,111,126,112.203005220134,35
1048,1999,86,103,124,108.109907083925,38
1048,2000,98,117,133,116.85265745672,35
1049,1995,82,102,116,103.873526036864,34
1049,1996,74,116,158,116.106136960973,84
1049,1997,74,107,151,112.114699884817,77
1049,2001,85,99,126,104.641828039264,41
1049,2002,91,118,143,115.406763186711,52
1049,2003,78,105,133,106.176532712018,55
1049,2004,81,112,137,112.720746441263,56
1049,2005,85,112,134,115.036582457495,49
1049,2006,85,103,132,108.626421995953,47
1049,2007,78,107,133,111.395875715788,55
1049,2008,84,107,130,111.740460492701,46
1049,2009,79,100,133,105.603355041311,54
1049,2011,72,101,141,110.238488723765,69
1049,2013,88,109,130,112.663106339069,42
1049,2014,90,106,122,108.964444639825,32
1049,2015,82,92,120,103.467390790898,38
1050,2001,91,105,123,110.315504967795,32
1050,2002,88,112,129,114.348736631792,41
1050,2004,81,102,123,104.058849896912,42
1050,2005,87,100,114,104.814625727639,27
1050,2006,81,95,107,101.198123942817,26
1050,2007,77,92,126,101.502265531855,49
1050,2008,91,111,132,112.582278215051,41
1050,2009,75,96,109,97.4534995034838,34
1050,2011,65,94,121,96.2167174802808,56
1050,2013,95,105,119,108.802067751318,24
1050,2014,74,90,111,97.0990703281338,37
1050,2015,82,95,116,100.238966101999,34
1051,2006,90,102,121,106.837479039884,31
1051,2007,71,102,122,101.568964176175,51
1051,2008,87,106,117,107.929258476264,30
1051,2009,75,93,113,98.6591118606645,38
1051,2011,80,94,124,102.620910481481,44
1051,2013,96,112,128,115.49632272204,32
1051,2014,91,100,126,105.497429133132,35
1051,2015,86,101,116,104.929327844197,30
1052,1993,87,99,123,105.366836827185,36
1052,1994,93,108,121,109.637868173921,28
1052,1995,79,94,115,99.2789271920112,36
1052,1996,98,108,130,112.269454816081,32
1052,1997,71,96,116,99.396449674878,45
1052,1998,88,99,115,104.333378526465,27
1052,1999,86,99,116,104.212264378362,30
1052,2000,80,105,127,107.39714688246,47
1052,2001,88,111,137,115.501741541407,49
1052,2002,85,113,134,114.664429247265,49
1052,2003,83,100,124,102.886549450948,41
1052,2004,79,97,120,103.60854090842,41
1052,2005,80,101,119,103.767955774922,39
1052,2006,81,95,116,103.633493086241,35
1052,2007,70,97,121,98.3624148316247,51
1052,2008,38,88,139,91.9811713657642,101
1054,2006,78,94,113,99.366336608785,35
1054,2007,78,100,121,104.01980195672,43
1054,2008,78,102,128,105.68208091392,50
1054,2009,78,92,121,101.723404259294,43
1054,2011,74,92,120,99.8333333330448,46
1054,2013,97,111,134,117.030827359963,37
1054,2014,85,106,134,111.936526235216,49
1054,2015,85,108,120,109.091674295976,35
1055,2005,81,102,125,106.252999814245,44
1055,2006,79,95,115,101.233997686759,36
1055,2007,73,98,126,101.963606733297,53
1055,2008,81,105,113,102.190422927793,32
1055,2009,75,93,116,96.7772719915834,41
1055,2011,77,87,102,92.6096720696321,25
1055,2013,106,117,124,119.086937639267,18
1055,2014,78,85,109,94.1394068031841,31
1055,2015,82,100,114,100.443320743764,32
1057,2001,95,123,144,124.249572692336,49
1057,2008,95,123,151,125.653024035234,56
1057,2009,85,102,153,114.898591683537,68
1057,2011,87,122,158,124.843535359441,71
1057,2013,95,117,137,118.423495273224,42
1057,2014,81,103,129,108.31995711961,48
1057,2015,80,102,137,111.567866487293,57
1058,1989,88,109,137,114.978952175745,49
1058,1990,97,117,137,120.783598259408,40
1058,1991,111,130,147,131.23776088891,36
1058,1992,95,119,137,120.292211307396,42
1058,1993,102,116,137,122.971336762269,35
1058,1994,103,114,137,119.11685718528,34
1058,1995,92,112,138,116.613235371111,46
1058,2001,92,118,136,118.141778258328,44
1058,2002,105,126,146,126.999282564151,41
1058,2003,89,110,137,113.198649381595,48
1058,2004,88,114,136,117.10025954289,48
1058,2005,88,107,137,113.944923954922,49
1058,2006,88,109,130,113.206756608517,42
1058,2007,81,102,130,108.490744531597,49
1058,2008,85,109,130,109.499268659764,45
1058,2009,85,109,151,117.125184293319,66
1058,2011,81,109,137,112.223782906662,56
1058,2013,74,117,151,116.313883918125,77
1058,2014,88,108,130,109.433038262579,42
1058,2015,86,109,144,116.172265036131,58
1059,1997,101,119,136,121.809243383139,35
1059,2001,94,132,159,131.37662026489,65
1059,2002,112,127,150,133.811707005248,38
1059,2003,94,124,145,125.720999880553,51
1059,2004,88,122,165,126.82756318563,77
1059,2005,102,128,152,130.809563305666,50
1059,2006,87,111,147,117.622831610669,60
1059,2007,81,109,131,110.52931401289,50
1060,2000,95,106,127,112.043554517101,32
1060,2001,91,105,123,110.538143847071,32
1060,2002,88,112,130,112.511732861583,42
1060,2003,89,102,125,106.967093819472,36
1060,2004,88,108,123,111.626062075023,35
1060,2005,87,101,122,107.714344269315,35
1060,2006,88,102,114,104.188953720986,26
1060,2007,78,95,109,98.1468533711386,31
1060,2008,88,104,125,108.349672764133,37
1060,2009,82,96,116,100.310615162502,34
1060,2011,88,102,122,107.431223982674,34
1060,2013,102,109,113,110.053380790596,11
1060,2014,78,92,124,99.4646358950716,46
1060,2015,85,100,134,110.927419343599,49
1063,2006,78,93,127,102.055648577777,49
1063,2007,64,95,127,99.2839093392199,63
1063,2008,72,104,137,104.393505893035,65
1063,2009,73,93,129,102.187924185435,56
1063,2011,65,92,127,97.8225138499556,62
1063,2013,92,117,141,119.38851110629,49
1063,2014,74,109,129,108.053145696905,55
1063,2015,79,95,129,104.530948454832,50
1064,2006,89,115,134,115.221909084818,45
1064,2007,74,98,119,101.58405358696,45
1064,2008,83,101,128,106.086273600007,45
1064,2009,82,103,129,106.378831789802,47
1064,2011,65,87,116,94.3400985849706,51
1064,2013,89,113,134,115.340181808391,45
1065,1995,86,110,120,108.797478906106,34
1065,1996,95,112,122,115.138003137217,27
1065,1997,78,100,120,103.120483092034,42
1065,1998,89,109,128,113.740022108301,39
1065,1999,88,107,123,108.157209995104,35
1065,2000,86,109,131,110.422515629889,45
1065,2001,85,102,121,106.15305051013,36
1065,2002,85,107,126,109.124907250852,41
1065,2003,81,102,118,104.022083333025,37
1065,2004,80,97,114,100.052383490837,34
1065,2005,90,102,113,104.645015199743,23
1065,2007,81,102,123,103.847841683631,42
1065,2008,78,105,123,104.026482032441,45
1065,2009,80,101,119,101.56011355678,39
1065,2011,74,96,115,100.50168581309,41
1065,2013,103,110,124,115.737118807354,21
1065,2014,81,101,118,106.526844334808,37
1065,2015,91,101,116,103.690313763553,25
1067,1988,82,92,116,98.8286616679467,34
1067,1989,39,84,123,88.858938841737,84
1067,1990,76,90,109,94.3717145591675,33
1067,1991,89,109,131,114.034730461718,42
1067,1992,74,87,102,93.8440786920777,28
1067,1993,78,93,128,104.177546678739,50
1067,1994,78,99,127,105.695712549298,49
1067,1995,84,91,126,101.874767555729,42
1067,1996,96,110,134,116.354831820211,38
1067,1997,74,95,123,100.923889923387,49
1067,1998,90,101,129,107.7703357284,39
1067,1999,79,107,127,108.337786673452,48
1067,2000,89,109,131,113.17311377704,42
1067,2001,88,111,136,113.610030357259,48
1067,2002,79,108,135,112.991906175548,56
1067,2003,81,99,134,106.600463885786,53
1067,2006,76,98,126,102.877534581489,50
1067,2007,74,101,139,107.040665428933,65
1067,2008,81,106,144,113.051509541115,63
1067,2011,69,116,153,113.694248182571,84
1067,2013,95,123,157,127.793602157533,62
1067,2014,78,100,137,107.340420479657,59
1067,2015,76,85,144,103.626312012226,68
1068,2004,81,97,110,101.173396513842,29
1070,1997,90,110,124,110.612959550788,34
1070,1998,80,102,137,111.227095636418,57
1070,1999,87,101,121,108.079495410106,34
1070,2000,80,102,123,108.069673587589,43
1070,2001,88,99,123,107.547700990803,35
1070,2002,86,107,123,108.557013130269,37
1070,2003,68,95,117,95.2979394013916,49
1070,2004,82,108,132,110.906942449027,50
1070,2005,84,99,113,101.920446100339,29
1070,2006,85,92,115,100.723372256716,30
1070,2007,71,94,115,98.6255777979195,44
1070,2008,81,102,137,108.397271698969,56
1070,2009,81,99,130,106.453301608357,49
1070,2011,64,92,130,98.8402615722787,66
1070,2013,92,106,135,113.93150364283,43
1070,2014,78,92,127,99.9410889829693,49
1070,2015,85,102,121,105.783250851049,36
1073,2001,89,105,126,107.633936091653,37
1073,2002,80,105,138,109.285429872297,58
1073,2003,82,101,124,108.5237528973,42
1073,2004,97,115,144,120.948264470636,47
1073,2005,90,102,124,108.088876757013,34
1073,2006,90,105,121,106.521295167792,31
1073,2007,80,94,113,100.292593696492,33
1073,2008,91,118,145,120.650651901965,54
1073,2009,84,96,122,102.800280887751,38
1074,2001,81,105,119,103.634681513101,38
1074,2002,86,108,135,113.898974040812,49
1074,2003,87,102,124,110.214630593299,37
1074,2004,97,116,137,120.410448923798,40
1074,2005,89,105,130,111.407060947013,41
1074,2006,90,102,123,108.740169109916,33
1074,2007,95,116,151,121.739770356208,56
1074,2009,84,105,145,114.908871127073,61
1074,2011,98,124,154,126.087584270303,56
1074,2014,74,116,158,120.824419985755,84
1074,2015,102,116,130,120.134414749879,28
1075,2001,84,103,135,108.005905486719,51
1075,2002,85,106,143,115.11283184936,58
1075,2004,75,116,136,113.612179422648,61
1075,2005,82,103,131,108.146341411943,49
1075,2006,78,92,115,100.601830658358,37
1075,2007,74,89,115,96.0300058534628,41
1075,2008,84,101,130,106.074190733774,46
1075,2009,74,93,116,96.9378975589835,42
1075,2013,90,103,131,109.479695954559,41
1075,2015,77,95,123,100.843901546023,46
1076,2001,85,105,126,108.124999945275,41
1076,2002,92,117,127,114.631578945492,35
1076,2003,90,106,129,111.853658553386,39
1076,2004,86,114,127,113.222222208115,41
1076,2005,88,108,131,110.666666671714,43
1076,2006,91,99,127,105.838235355539,36
1076,2007,74,99,136,108.221626406293,62
1076,2008,83,92,114,99.577611064074,31
1076,2009,84,105,122,106.882224315414,38
1076,2011,74,111,138,109.769842755724,64
1077,2001,85,106,127,111.382978700336,42
1077,2002,97,106,127,113.962025325492,30
1077,2004,79,101,127,108.54929570732,48
1079,2001,84,106,135,110.678571331537,51
1079,2002,97,118,137,119.571428540312,40
1081,2000,87,110,127,108.959222318795,40
1081,2001,91,106,127,110.299247490713,36
1081,2002,87,106,128,111.719834338792,41
1081,2003,82,100,124,105.850202200374,42
1081,2004,88,101,122,107.263851809751,34
1081,2005,88,106,130,110.564024387858,42
1081,2006,85,102,120,104.843387886823,35
1081,2007,78,102,122,105.867731867601,44
1081,2008,86,104,121,104.083957996074,35
1081,2009,82,101,116,101.743062823484,34
1081,2011,81,93,115,100.222932349675,34
1081,2013,97,104,123,110.192759472595,26
1081,2014,73,85,115,95.9621539949972,42
1081,2015,81,94,117,100.807036372061,36
1083,2000,87,107,137,113.603603603581,50
1083,2001,86,106,127,110.56451359463,41
1083,2002,86,113,135,118.301989156455,49
1083,2003,84,110,127,109.032702221647,43
1083,2004,89,114,135,116.057429451433,46
1083,2005,87,106,134,115.326373540003,47
1083,2006,85,106,134,113.240776654938,49
1083,2007,71,97,127,103.052606453545,56
1083,2008,84,102,136,109.861839963955,52
1083,2009,80,100,135,106.721777964829,55
1083,2011,72,93,137,104.632893629222,65
1083,2013,96,107,128,112.466013346269,32
1083,2014,79,100,128,104.21872372172,49
1083,2015,79,100,122,104.716878504112,43
1084,1997,84,99,130,104.812843528583,46
1084,2000,88,109,144,115.338495945789,56
1084,2001,97,122,149,125.563574670896,52
1084,2002,101,129,151,132.173739373266,50
1084,2013,95,107,137,113.873505016362,42
1084,2014,74,108,144,111.78316334656,70
1085,2002,88,104,130,110.664735148622,42
1085,2003,82,101,124,103.391863478487,42
1085,2004,85,115,129,114.254194251313,44
1085,2005,79,105,117,102.90101784914,38
1085,2006,84,97,118,99.765109858273,34
1085,2007,70,91,126,97.8697741200448,56
1085,2008,87,109,128,110.420594181546,41
1085,2009,74,92,116,95.5627651506486,42
1086,2006,87,116,144,116.474906441152,57
1086,2007,81,99,130,108.876021202313,49
1087,2006,87,106,128,109.790788692732,41
1087,2007,99,116,123,116.740231744186,24
1089,2001,93,117,136,119.591990974881,43
1089,2002,95,116,143,122.955913159588,48
1089,2003,85,109,136,114.85133145451,51
1089,2005,97,109,130,113.892473111958,33
