"year","site","daynum.tenth","daynum.median","daynum.nintieth","daynum.mean","daynum.range","buffer","Surv","POINT_X","POINT_Y","EASTNESS_MEAN","EASTNESS_STD","SLOPE_MEAN","SLOPE_STD","NORTHNESS_MEAN","NORTHNESS_STD","DEM_MEAN","DEM_STD","shannon.soil","dom.soil.type","joint.dom.soil.type","A","BgRo","Br","BW","C","CW","F","G","H","M","S","R","UG","NP_A","NP_BgRo","NP_Br","NP_BW","NP_C","NP_CW","NP_F","NP_G","NP_H","NP_M","NP_S","NP_R","NP_UG","ED_A","ED_BgRo","ED_Br","ED_BW","ED_C","ED_CW","ED_F","ED_G","ED_H","ED_M","ED_S","ED_R","ED_UG","SHP_A","SHP_BgRo","SHP_Br","SHP_BW","SHP_C","SHP_CW","SHP_F","SHP_G","SHP_H","SHP_M","SHP_S","SHP_R","SHP_UG","end.lcm","LC","LM","NG","UDG","NP_LC","SHP_LC","ED_LC","NP_LM","SHP_LM","ED_LM","NP_UDG","SHP_UDG","ED_UDG","NP_NG","SHP_NG","ED_NG","LCper","DJF","MAM","JJA","SON","AV"
1979,67,87,125,165,127.948845916458,78,500,"UKBMS",348005,472429,-0.51,0.51,2.62,3.49,-0.23,0.66,51.57978342,46.06157177,0,4,NA,0,0,0,0,0,0,0,0,456875,333125,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0182,2.1277,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,1.6,7.5,15,10.5,8.65
1979,54,96,116,134,118.576525732425,38,500,"UKBMS",360000,209000,0.34,0.8,7.08,3.54,-0.37,0.34,127.3682365,69.81530791,0,4,NA,106875,1875,0,245000,0,397500,0,30000,0,0,0,0,8750,2,1,0,4,0,1,0,1,0,0,0,0,1,378.3186,0,0,109.59,0,0,0,0,0,0,0,0,0,1.225,1,0,1.5594,0,2.0588,0,1.6429,0,0,0,0,1.125,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,1.6,7.5,15,10.5,8.65
1979,85,109,120,147,127.638949099404,38,500,"UKBMS",418094,365914,0.29,0.53,12.01,10.28,-0.21,0.77,270.5413331,74.85614649,0,4,NA,13750,55000,0,168750,0,16250,0,536250,0,0,0,0,0,2,1,0,5,0,2,0,2,0,0,0,0,0,176.7767,0,0,171.5423,0,257.3908,0,90.1388,0,0,0,0,0,1.3333,1.2105,0,1.4451,0,1.55,0,2.1293,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,1.6,7.5,15,10.5,8.65
1979,65,102,118,147,125.998575083827,45,500,"UKBMS",523191,284057,0.11,0.7,0.35,0.28,-0.21,0.68,16.31748957,16.21799889,0,11,NA,109375,0,0,490625,0,0,6250,183750,0,0,0,0,0,2,0,0,1,0,0,2,3,0,0,0,0,0,540.8327,0,0,0,0,0,125,184.1435,0,0,0,0,0,1.6822,0,0,1.8947,0,0,1.1,1.2667,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,1.6,7.5,15,10.5,8.65
1979,21,88,107,132,108.82379410105,44,500,"UKBMS",511830,301869,0.52,0.43,0.9,0.48,0,0.74,24.3432315,18.78998017,0,2,NA,147500,0,0,360625,0,0,0,241250,0,0,0,0,40625,2,0,0,1,0,0,0,4,0,0,0,0,1,650.4806,0,0,0,0,0,0,126.3194,0,0,0,0,0,1.9608,0,0,2.0612,0,0,0,1.4564,0,0,0,0,1.2941,NA,39375,0,790000,0,4,1.1429,50,0,0,0,0,0,0,0,0,0,5.0133807073947,1.6,7.5,15,10.5,8.65
1979,6,95,117,132,117.648219275849,37,500,"UKBMS",278217,78790,0.39,0.58,10.44,5.23,0.04,0.71,193.3756104,117.286616,0,15,NA,0,0,0,450625,0,0,0,291250,0,0,0,0,48125,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,85.648,0,0,0,145.7738,0,0,0,0,610.3278,0,0,0,1.4439,0,0,0,1.9226,0,0,0,0,1.3077,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,1.6,7.5,15,10.5,8.65
1979,24,95,117,137,119.622900778938,42,500,"UKBMS",260901,293790,-0.29,0.72,1.2,5.98,0.16,0.61,122.1574017,113.5823668,0,5,NA,0,0,0,0,122500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6429,0,0,0,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,1.6,7.5,15,10.5,8.65
1980,1808,68,81,95,84.7794197559064,27,500,"UKBMS",237800,73300,0.2,0.46,11.09,4.33,0.13,0.86,125.7675964,53.42336898,0,17,NA,94375,0,0,10625,0,283125,0,401875,0,0,0,0,0,6,0,0,1,0,1,0,3,0,0,0,0,0,166.1605,0,0,0,0,0,0,188.0018,0,0,0,0,0,1.45,0,0,1.2222,0,2.2326,0,1.4012,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,6,90,112,135,114.337805915038,45,500,"UKBMS",278217,78790,0.39,0.58,10.44,5.23,0.04,0.71,193.3756104,117.286616,0,15,NA,0,0,0,450625,0,0,0,291250,0,0,0,0,48125,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,85.648,0,0,0,145.7738,0,0,0,0,610.3278,0,0,0,1.4439,0,0,0,1.9226,0,0,0,0,1.3077,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,87,89,122,161,124.983471462645,72,500,"UKBMS",401903,826695,0.11,0.61,3.99,9.84,-0.65,0.44,46.91848213,21.23861055,0,5,NA,0,0,0,0,790000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1111,0,0,0,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,53,94,115,149,121.234052638475,55,500,"UKBMS",355834,173650,0.52,0.48,12.75,18.92,0.45,0.56,63.25330165,46.92646341,0,4,NA,26875,0,0,240625,39375,45625,0,143125,0,0,0,0,294375,2,0,0,4,1,1,0,5,0,0,0,0,5,364.0055,0,0,154.3102,0,0,0,145.3637,0,0,0,0,84.4588,1.3393,0,0,1.5018,1.9375,1.7778,0,1.5661,0,0,0,0,1.249,NA,4375,0,790000,0,1,1.1667,0,0,0,0,0,0,0,0,0,0,0.557042300821634,4.6,8.2,14.8,10.1,9.425
1980,20,90,113,132,115.282931867543,42,500,"UKBMS",600875,134675,-0.25,0.68,3.34,1.52,-0.44,0.54,28.87975031,22.19854319,0,25,NA,205625,0,0,173750,0,24375,0,210000,0,0,0,66875,109375,3,0,0,4,0,2,0,7,0,0,0,2,1,180.5159,0,0,211.5092,0,200,0,87.1853,0,0,0,75,0,1.7,0,0,1.3368,0,1.2722,0,1.449,0,0,0,1.5333,2.3704,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,21,90,113,130,112.830060580469,40,500,"UKBMS",511830,301869,0.52,0.43,0.9,0.48,0,0.74,24.3432315,18.78998017,0,2,NA,147500,0,0,360625,0,0,0,241250,0,0,0,0,40625,2,0,0,1,0,0,0,4,0,0,0,0,1,650.4806,0,0,0,0,0,0,126.3194,0,0,0,0,0,1.9608,0,0,2.0612,0,0,0,1.4564,0,0,0,0,1.2941,NA,39375,0,790000,0,4,1.1429,50,0,0,0,0,0,0,0,0,0,5.0133807073947,4.6,8.2,14.8,10.1,9.425
1980,29,102,130,156,131.26960620028,54,500,"UKBMS",472827,197086,-0.26,0.64,10.77,5.19,0.32,0.65,129.1562894,49.65739952,0,1,NA,140000,0,0,18125,0,18125,0,415625,0,0,0,0,198125,4,0,0,3,0,2,0,4,0,0,0,0,4,147.6641,0,0,499.8948,0,766.8931,0,75,0,0,0,0,99.2209,1.423,0,0,1.3,0,1.1818,0,1.5016,0,0,0,0,1.5951,NA,73750,0,790000,0,4,1.2143,91.9093,0,0,0,0,0,0,0,0,0,9.39014164242183,4.6,8.2,14.8,10.1,9.425
1980,1121,104,122,145,127.153255525132,41,500,"UKBMS",328500,410500,-0.53,0.61,4.48,11.85,0.28,0.52,8.393162516,3.773342711,0,5,NA,0,0,0,23125,657500,109375,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,158.1139,0,0,0,0,0,0,0,0,0,0,1.6154,1.4923,1.3911,0,0,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,4,94,120,137,120.8028735631,43,500,"UKBMS",519803,280189,0.08,0.43,2.19,2.08,0.87,0.22,24.99227837,18.63596374,0,23,NA,1875,0,0,670625,0,8125,0,71875,0,0,0,0,37500,1,0,0,1,0,3,0,5,0,0,0,0,1,0,0,0,0,0,82.7509,0,265.4164,0,0,0,0,0,1.25,0,0,1.7273,0,1.1429,0,1.189,0,0,0,0,1.5,NA,0,0,790000,638750,1,1.1111,0,0,0,0,1,1.3438,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,84,87,107,139,116.388008192888,52,500,"UKBMS",441062,123712,0.49,0.47,3.68,1.79,-0.3,0.67,55.13439674,34.19677159,0,25,NA,18750,0,0,270000,0,335625,0,153750,0,0,0,0,11875,2,0,0,4,0,1,0,3,0,0,0,0,1,625.4998,0,0,206.2457,0,0,0,224.5699,0,0,0,0,0,1.4,0,0,1.6501,0,1.8723,0,1.5702,0,0,0,0,1.6667,NA,0,6875,790000,0,1,1.1111,0,1,1.1429,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,96,74,111,144,112.684136464976,70,500,"UKBMS",400798,353000,-0.19,0.67,9.28,5.38,0.01,0.72,249.4401167,71.23064653,0,21,NA,320625,0,49375,21875,0,0,0,326250,71875,0,0,0,0,4,0,1,1,0,0,0,5,2,0,0,0,0,99.2204,0,0,0,0,0,0,71.1803,176.7767,0,0,0,0,1.5236,0,1.6667,1.4167,0,0,0,1.5293,1.3,0,0,0,0,NA,0,32500,790000,8750,1,1.1111,0,2,1.3542,711.0731,1,1.25,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,24,93,116,143,120.215516141013,50,500,"UKBMS",260901,293790,-0.29,0.72,1.2,5.98,0.16,0.61,122.1574017,113.5823668,0,5,NA,0,0,0,0,122500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6429,0,0,0,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,44,81,102,118,105.406690358618,37,500,"UKBMS",367330,80025,-0.05,0.78,16.15,19.27,0.04,0.63,68.37352001,43.67266319,0,9,NA,24375,0,0,0,0,1250,232500,130625,40000,0,0,56875,304375,2,0,0,0,0,1,3,3,1,0,0,3,2,225,0,0,0,0,0,79.7596,187.1763,0,0,0,161.4719,125,1.125,0,0,0,0,1,1.505,1.4821,1.5625,0,0,1.2837,1.769,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,70,105,130,158,133.597258558597,53,500,"UKBMS",241664,364107,0.37,0.52,0.58,0.36,-0.67,0.38,29.16463693,22.63779941,0,5,NA,0,0,0,0,698125,16250,0,75625,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,246.2214,0,0,0,0,0,0,0,0,0,0,0,1.4179,1.1111,0,2.5455,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,7,96,115,138,117.659670320131,42,500,"UKBMS",346938,189701,0.46,0.43,3.14,2.81,0.26,0.74,78.48621163,74.7313439,0,6,NA,15625,0,0,31250,0,0,0,598750,0,0,0,0,144375,1,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,280.136,0,0,0,0,0,0,0,0,160.2184,1.8,0,0,1.2626,0,0,0,2.2258,0,0,0,0,1.3654,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,22,99,119,137,119.399168031247,38,500,"UKBMS",266763,341440,0.05,0.57,12.33,10.33,-0.61,0.55,274.4757875,164.5612631,0,17,NA,141875,0,0,186250,0,10625,0,451250,0,0,0,0,0,3,0,0,2,0,2,0,4,0,0,0,0,0,184.5178,0,0,309.2329,0,719.809,0,73.9277,0,0,0,0,0,1.2817,0,0,2.4071,0,1.125,0,1.5893,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,34,97,117,138,121.95219823449,41,500,"UKBMS",525203,250147,0.22,0.67,0.71,0.42,0.13,0.7,43.20955407,16.42360291,0,21,NA,128750,0,0,473125,0,160000,0,12500,0,0,0,0,15625,3,0,0,1,0,1,0,1,0,0,0,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,1.8645,0,0,2.4286,0,1.6563,0,1.2222,0,0,0,0,1.3,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,112,87,114,137,116.255886230191,50,500,"UKBMS",239121,72664,0.29,0.7,11.69,5.99,0.47,0.46,122.4572773,55.50689247,0,17,NA,133750,0,0,176875,0,6250,0,461875,0,0,0,0,11250,7,0,0,9,0,1,0,4,0,0,0,0,1,124.0995,0,0,97.1827,0,0,0,80.6949,0,0,0,0,0,1.2675,0,0,1.2387,0,1.4286,0,1.6167,0,0,0,0,1.3333,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,83,102,132,155,130.695328761261,53,500,"UKBMS",411556,163414,0.41,0.67,6.21,4.12,-0.27,0.56,159.0437303,39.50821087,0,1,NA,411250,23750,0,58125,0,26250,0,207500,0,0,0,0,63125,2,1,0,3,0,1,0,2,0,0,0,0,1,70.7107,0,0,265.0949,0,0,0,302.0761,0,0,0,0,0,1.6799,1.9231,0,1.3229,0,1.3077,0,1.75,0,0,0,0,1.1429,NA,216250,0,790000,0,1,2.1316,0,0,0,0,0,0,0,0,0,0,27.5338051548979,4.6,8.2,14.8,10.1,9.425
1980,81,88,112,131,115.508114894301,43,500,"UKBMS",221049,381801,-0.06,0.51,7.54,6.62,-0.81,0.27,21.44084236,25.35925961,0,6,NA,0,0,0,625,20000,0,0,13750,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,128.5014,0,0,840.3868,0,0,0,0,0,0,0,0,1,1.0227,0,0,1.3889,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,65,109,132,144,131.83755649075,35,500,"UKBMS",523191,284057,0.11,0.7,0.35,0.28,-0.21,0.68,16.31748957,16.21799889,0,11,NA,109375,0,0,490625,0,0,6250,183750,0,0,0,0,0,2,0,0,1,0,0,2,3,0,0,0,0,0,540.8327,0,0,0,0,0,125,184.1435,0,0,0,0,0,1.6822,0,0,1.8947,0,0,1.1,1.2667,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,17,76,104,132,107.299526464926,56,500,"UKBMS",481798,196166,0,0.86,7.43,5.54,-0.23,0.46,147.9476428,44.93300299,0,1,NA,234375,0,0,21875,0,0,0,499375,0,0,0,0,34375,4,0,0,2,0,0,0,1,0,0,0,0,3,153.7973,0,0,750,0,0,0,0,0,0,0,0,425.8748,1.4168,0,0,1.0833,0,0,0,1.9474,0,0,0,0,1.1528,NA,127500,0,790000,0,1,2.1034,0,0,0,0,0,0,0,0,0,0,16.2338041953733,4.6,8.2,14.8,10.1,9.425
1980,31,94,109,130,113.082668206491,36,500,"UKBMS",460785,209701,-0.31,0.76,0.71,0.42,0.07,0.57,77.74927422,21.69577207,0,25,NA,188125,0,0,92500,0,0,0,375625,0,0,0,0,133750,5,0,0,3,0,0,0,5,0,0,0,0,5,83.2843,0,0,83.3333,0,0,0,76.5028,0,0,0,0,129.1641,1.3067,0,0,1.5727,0,0,0,1.6731,0,0,0,0,1.5128,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,80,81,109,137,112.220541096591,56,500,"UKBMS",603000,149000,0.29,0.67,7.63,2.87,-0.51,0.46,85.80125178,41.60028025,0,1,NA,367500,0,0,265625,0,0,0,156875,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,67.3141,0,0,178.6054,0,0,0,205.5319,0,0,0,0,0,1.3869,0,0,1.2042,0,0,0,1.5303,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,51,112,123,131,124.646822591284,19,500,"UKBMS",297180,816583,-0.48,0.47,1.2,1.2,0.49,0.56,324.1544328,111.1132555,0,5,NA,6250,0,0,11875,0,418125,0,0,55625,0,0,298125,0,1,0,0,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,137.6144,0,0,637.3774,0,0,0,0,1.4286,0,0,1.4444,0,1.5969,0,0,1.3646,0,0,1.2727,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,98,88,112,137,113.545644747655,49,500,"UKBMS",171000,17000,0.23,0.62,1.87,1.2,-0.08,0.75,67.13295198,22.15849048,0,4,NA,203750,0,0,163125,0,0,0,416250,0,0,0,0,6875,3,0,0,2,0,0,0,2,0,0,0,0,1,70.6011,0,0,150,0,0,0,125,0,0,0,0,0,1.5074,0,0,1.4241,0,0,0,1.9367,0,0,0,0,1.2857,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,8,111,146,166,142.092065616638,55,500,"UKBMS",464299,120969,-0.41,0.61,11.67,6.64,0.32,0.6,112.9899881,44.11490825,0,1,NA,153125,0,0,241875,0,71875,0,323125,0,0,0,0,0,1,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,50,0,161.5382,0,84.3592,0,0,0,0,0,1.25,0,0,2.348,0,1.4018,0,1.8236,0,0,0,0,0,NA,183125,0,790000,0,5,1.9068,62.7491,0,0,0,0,0,0,0,0,0,23.3161991629627,4.6,8.2,14.8,10.1,9.425
1980,77,96,110,134,115.738522172519,38,500,"UKBMS",346271,726570,0.5,0.61,0.51,0.26,0.35,0.51,42.64265139,36.56905551,0,5,NA,516250,16875,0,10625,0,76875,0,136875,0,0,0,0,32500,3,1,0,1,0,2,0,3,0,0,0,0,2,76.3523,0,0,0,0,90.1388,0,91.6667,0,0,0,0,141.4214,1.6091,1.1818,0,1,0,1.5877,0,1.7894,0,0,0,0,1.2667,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,86,74,106,129,105.253478766426,55,500,"UKBMS",458094,133461,0.11,0.75,3.15,2.25,-0.32,0.57,114.9279436,35.42888206,0,10,NA,196875,0,0,38125,0,18125,0,442500,0,0,0,11875,82500,4,0,0,2,0,2,0,2,0,0,0,2,5,182.0194,0,0,300,0,158.1139,0,50,0,0,0,75,192.2933,1.4161,0,0,1.7817,0,1.2381,0,1.905,0,0,0,1.0625,1.2644,NA,4375,0,790000,0,1,1.3333,0,0,0,0,0,0,0,0,0,0,0.557042300821634,4.6,8.2,14.8,10.1,9.425
1980,43,90,107,132,109.729176546403,42,500,"UKBMS",348296,475065,-0.12,0.7,0.74,1.33,-0.22,0.67,55.90228349,50.6839733,0,12,NA,132500,0,0,218750,0,162500,0,88750,0,0,0,103125,84375,4,0,0,3,0,4,0,5,0,0,0,2,3,68.75,0,0,130.8725,0,95.8854,0,144.2357,0,0,0,270.4163,398.285,1.3389,0,0,1.9265,0,1.7337,0,1.2833,0,0,0,1.3231,1.5703,NA,0,18125,790000,0,1,1.1111,0,1,2.0909,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,69,112,122,140,126.017624481128,28,500,"UKBMS",571256,344890,-0.05,0.52,9.19,17.55,0.59,0.62,38.08045149,20.39490569,0,9,NA,595625,0,0,31875,0,11250,12500,120625,0,0,0,18125,0,1,0,0,3,0,1,1,2,0,0,0,1,0,0,0,0,211.8034,0,0,0,55.9017,0,0,0,0,0,2.4839,0,0,1.3102,0,1,1.1111,1.3519,0,0,0,1.5455,0,NA,0,563750,790000,0,1,1.1111,0,1,1.3934,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,1005,102,131,155,133.003735764642,53,500,"UKBMS",460300,122700,0.28,0.53,10.09,6.13,-0.36,0.71,102.527225,39.27045262,0,1,NA,217500,0,0,213125,0,0,0,356875,0,0,0,0,2500,3,0,0,3,0,0,0,4,0,0,0,0,1,91.6667,0,0,84.023,0,0,0,156.6391,0,0,0,0,0,1.6003,0,0,1.5787,0,0,0,1.4601,0,0,0,0,1.25,NA,136875,0,790000,0,6,1.2696,56.9036,0,0,0,0,0,0,0,0,0,17.4274662685625,4.6,8.2,14.8,10.1,9.425
1980,23,55,120,172,119.481731053919,117,500,"UKBMS",352320,148370,0.03,0.57,11.11,5.96,-0.67,0.48,116.1743247,104.3655623,0,4,NA,180625,0,0,251250,0,0,0,358125,0,0,0,0,0,5,0,0,3,0,0,0,7,0,0,0,0,0,140.6922,0,0,102.022,0,0,0,64.4269,0,0,0,0,0,1.3859,0,0,1.7175,0,0,0,1.5916,0,0,0,0,0,NA,28750,0,790000,0,5,1.1467,131.7169,0,0,0,0,0,0,0,0,0,3.66056369111359,4.6,8.2,14.8,10.1,9.425
1980,14,91,112,133,111.859728494519,42,500,"UKBMS",489652,192148,-0.09,0.73,7.37,2.53,-0.58,0.35,112.4791006,46.34196553,0,1,NA,57500,0,0,52500,0,0,0,95625,0,0,0,0,584375,1,0,0,3,0,0,0,6,0,0,0,0,2,0,0,0,425.0046,0,0,0,149.0942,0,0,0,0,50,2,0,0,1.3897,0,0,0,1.2934,0,0,0,0,1.5141,NA,7500,0,790000,0,1,1.5714,0,0,0,0,0,0,0,0,0,0,0.954929658551372,4.6,8.2,14.8,10.1,9.425
1980,47,85,106,137,115.956507719462,52,500,"UKBMS",173017,209303,0.44,0.4,11.45,17.77,0.11,0.8,44.42097232,15.59575322,0,4,NA,48125,0,0,0,26875,0,0,651250,0,0,26250,0,11250,2,0,0,0,2,0,0,2,0,0,2,0,1,406.9705,0,0,0,480.8846,0,0,90.1388,0,0,55.9017,0,0,1.4231,0,0,0,1.2443,0,0,1.4077,0,0,1.4615,0,1.1111,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,91,81,93,129,104.342800124848,48,500,"UKBMS",521858,113636,-0.3,0.63,1.42,0.8,-0.08,0.71,49.37938899,48.03668286,0,25,NA,255625,4375,0,16250,0,0,0,363750,0,0,0,0,150000,3,2,0,1,0,0,0,2,0,0,0,0,5,154.5334,50,0,0,0,0,0,55.9017,0,0,0,0,107.0088,1.3996,1.1,0,1.5455,0,0,0,1.9063,0,0,0,0,1.253,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,54,102,124,141,124.914959283381,39,500,"UKBMS",360000,209000,0.34,0.8,7.08,3.54,-0.37,0.34,127.3682365,69.81530791,0,4,NA,106875,1875,0,245000,0,397500,0,30000,0,0,0,0,8750,2,1,0,4,0,1,0,1,0,0,0,0,1,378.3186,0,0,109.59,0,0,0,0,0,0,0,0,0,1.225,1,0,1.5594,0,2.0588,0,1.6429,0,0,0,0,1.125,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,71,90,145,165,138.888783104369,75,500,"UKBMS",537133,106789,0.19,0.64,11.31,4.59,-0.06,0.75,70.89121725,50.71192295,0,1,NA,270000,98750,0,0,0,0,10000,335000,0,0,0,0,76250,3,4,0,0,0,0,1,2,0,0,0,0,4,93.1695,165.8699,0,0,0,0,0,158.1139,0,0,0,0,180.0391,1.9357,1.125,0,0,0,0,1.25,2.2021,0,0,0,0,1.2013,NA,0,0,790000,249375,1,1.1111,0,0,0,0,2,1.8048,152.0691,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,3,107,121,142,127.032657310186,35,500,"UKBMS",587322,345348,-0.24,0.5,8.22,15.57,0.21,0.81,32.13106432,21.00900912,0,5,NA,471875,0,0,55625,13125,126875,0,101875,0,0,0,20625,0,3,0,0,2,2,2,0,3,0,0,0,2,0,88.8071,0,0,506.2114,651.9202,103.0776,0,354.3581,0,0,0,665.6763,0,1.4993,0,0,1.2375,1.2083,1.2931,0,1.336,0,0,0,1.2364,0,NA,0,406250,790000,0,1,1.1111,0,2,1.472,50,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,18,66,112,149,111.370208376974,83,500,"UKBMS",531540,275563,-0.34,0.59,1.04,0.7,-0.46,0.57,15.47591069,12.20404007,0,18,NA,768750,0,0,1875,0,0,0,19375,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2535,0,0,1,0,0,0,1.1667,0,0,0,0,0,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
1980,158,97,138,155,134.954744065172,58,500,"UKBMS",388000,117000,-0.35,0.47,10.91,6.31,0.24,0.78,114.6521162,51.54063443,0,1,NA,246250,27500,0,90000,0,118125,0,133750,34375,0,0,118750,21250,6,1,0,2,0,5,0,5,3,0,0,1,1,120.613,0,0,406.9705,0,152.1359,0,130.2232,463.3947,0,0,0,0,1.3779,1.7143,0,1.5685,0,1.3514,0,1.3663,1.1454,0,0,1.6786,1.3333,NA,88125,0,790000,0,2,2.1699,350,0,0,0,0,0,0,0,0,0,11.2204234879786,4.6,8.2,14.8,10.1,9.425
1980,55,88,123,158,126.836658747624,70,500,"UKBMS",243252,687908,0.35,0.57,0.95,1.07,0.14,0.73,123.9786172,116.3486895,0,18,NA,0,24375,9375,66250,0,0,0,360625,0,0,0,0,329375,0,2,1,5,0,0,0,2,0,0,0,0,3,0,471.6991,0,148.0705,0,0,0,90.1388,0,0,0,0,94.8764,0,1.3333,1.375,1.2488,0,0,0,1.5333,0,0,0,0,1.5113,NA,0,0,790000,0,1,1.1111,0,0,0,0,0,0,0,0,0,0,0,4.6,8.2,14.8,10.1,9.425
