SITENO,GRIDREF,EAST,NORTH,LATITUDE,LONGITUDE,LENGTH,COUNTRY,COUNTY,HABITAT1,HABITAT2
2351,SP36209420,436200,294200,52.5440865675717,-1.46614259127504,280,England,Warwickshire,Missing,-2
2352,SP35809370,435800,293700,52.5396177549875,-1.47209522329682,550,England,Warwickshire,Missing,25
2353,ST74508750,374500,187500,51.5853050612105,-2.36809115444741,,England,Gloucestershire,Recently felled areas/early stage woodland and coppice,Dry semi/unimproved (flower rich) neutral grassland
2354,SO39306950,339300,269500,52.3198533356675,-2.89064382894312,2670,England,West Midlands,Mature mixed broadleaved and coniferous woodland,Dry scrub/shrub thickets
2355,SP070472,407000,247200,52.122658095999,-1.89774478736674,1520,England,Gloucestershire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2358,SO74507620,374500,276200,52.3828578610072,-2.37468769519005,1500,England,Hereford and Worcester,Mature mixed broadleaved and coniferous woodland,31
2359,SO46908660,346900,286600,52.474375471284,-2.78185445152074,2750,England,Shropshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Agriculturally improved/re-seeded/ heavily fertilised grassland
2360,SO86801200,386800,212000,51.8060353780581,-2.19147028822159,,England,Gloucestershire,Dry semi/unimproved (flower rich) chalk/limestone grassland,
2365,SP12604400,412600,244000,52.0937858997946,-1.81605940279353,1481,England,Hereford and Worcester,Bare ground/weed communities of post industrial sites e.g. quarries/pits/road/rail/landfill sites,Missing
2366,SP07404470,407400,244700,52.1001739994809,-1.8919559928356,1531,England,Hereford and Worcester,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,Intensive arable crops
2367,SO88406260,388400,262600,52.2610483657738,-2.16997852119551,2850,England,Hereford and Worcester,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,Dry semi/unimproved (flower rich) neutral grassland
2368,SO93508150,393500,281500,52.4310659643885,-2.09561263889307,,England,West Midlands,Missing,
2369,SP04308320,404300,283200,52.4463725106401,-1.93672664439566,1890,England,West Midlands,Bare ground/weed communities of post industrial sites e.g. quarries/pits/road/rail/landfill sites,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
2370,SO78404140,378400,241400,52.070129863171,-2.31516033067452,2120,England,Hereford and Worcester,Dry semi/unimproved acid grassland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
2371,SO81804100,381800,241000,52.0666554476632,-2.26553105678763,600,England,Hereford and Worcester,Dry semi/unimproved (flower rich) neutral grassland,Hedgerows
2372,SJ42302320,342300,323200,52.8029340827373,-2.85597672815848,1300,England,Shropshire,Dry semi/unimproved (flower rich) neutral grassland,30
2377,SO91207350,391200,273500,52.3591048593329,-2.12923443995044,,England,Hereford and Worcester,Mature mixed broadleaved and coniferous woodland,Dry semi/unimproved (flower rich) neutral grassland
2378,SO760382,376000,238200,52.0412582747998,-2.34995258218317,200,England,Hereford and Worcester,Bracken dominated glades or hillsides,Mature broadleaved woodland
2379,SO75507590,375500,275900,52.3802062277751,-2.35997244471545,4519,England,Hereford and Worcester,Mature broadleaved woodland,Dry semi/unimproved (flower rich) neutral grassland
2380,SJ81702150,381700,321500,52.7904266091748,-2.27139932086988,1645,England,Staffordshire,Seasonally wet and wet marshy grasslands,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
2383,SP38505960,438500,259600,52.2328502428671,-1.43620262583573,,England,Warwickshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2384,SP37807280,437800,272800,52.3515782767662,-1.44497155662839,2744,England,Warwickshire,Missing,
2385,SP44206480,444200,264800,52.2791741065,-1.35205579236516,120,England,Warwickshire,Missing,
2386,SP36309460,436300,294600,52.54767611417,-1.46462416090139,260,England,Warwickshire,Missing,25
2387,SP35709350,435700,293500,52.5378262136099,-1.4735912572352,360,England,Warwickshire,Missing,25
2388,SP39305820,439300,258200,52.2202063931158,-1.42465071608265,,England,Warwickshire,Missing,22
2389,SP30807860,430800,278600,52.4041634296194,-1.54721767672357,1440,England,Warwickshire,Missing,25
2390,SP31407930,431400,279300,52.410422900952,-1.5383318498578,460,England,Warwickshire,Missing,0
2391,SO75603820,375600,238200,52.0412408099508,-2.35578500457486,1540,England,Hereford and Worcester,Missing,Missing
2393,SO82804870,382800,248700,52.135921954418,-2.25133044814994,2240,England,Hereford and Worcester,Mature broadleaved woodland,Dry scrub/shrub thickets
2397,SJ27302370,327300,323700,52.805615232845,-3.07857367707546,,Wales,Shropshire,Missing,Missing
2401,SU24202950,424200,129500,51.0637909387155,-1.65461396616846,1350,England,Wiltshire,Dry semi/unimproved acid grassland,Lines of trees or scattered trees of parkland
2402,SU25802910,425800,129100,51.0601240409324,-1.63180755030764,750,England,Wiltshire,Dry semi/unimproved (flower rich) neutral grassland,Bracken dominated glades or hillsides
2403,SU250300,425000,130000,51.0682531467015,-1.64316190832856,3200,England,Wiltshire,Mature mixed broadleaved and coniferous woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
2404,SU25102830,425100,128300,51.0529606684634,-1.6418525608059,1850,England,Wiltshire,Mature mixed broadleaved and coniferous woodland,Recently felled areas/early stage woodland and coppice
2405,ST87705670,387700,156700,51.308777524599,-2.17648041654359,600,England,Wiltshire,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,Mature broadleaved woodland
2406,SU23502910,423500,129100,51.0602228188822,-1.66463027673708,2000,England,Wiltshire,Mature broadleaved woodland,Recently felled areas/early stage woodland and coppice
2407,SU17704120,417700,141200,51.1692464326386,-1.74680739091623,500,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2408,SU18504080,418500,140800,51.1656239376039,-1.73538437041641,1500,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Lines of trees or scattered trees of parkland
2409,ST90405160,390400,151600,51.2629661591005,-2.13760382458877,1500,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Missing
2410,SU22502570,422500,125700,51.0296864662233,-1.67911240381086,900,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2411,ST88105770,388100,157700,51.3177787861726,-2.17077462535068,3070,England,Wiltshire,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
2412,ST99805990,399800,159900,51.33768734482,-2.00287140391863,,England,Wiltshire,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,Dry semi/unimproved (flower rich) chalk/limestone grassland
2413,ST82805970,382800,159700,51.3356285764635,-2.24692984308683,500,England,Wiltshire,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,Missing
2415,SU22502570,422500,125700,51.0296864662233,-1.67911240381086,1350,England,Wiltshire,Seasonally wet and wet marshy grasslands,Small man made woodlands
2417,ST95303740,395300,137400,51.1353275574146,-2.06718262260438,1125,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Mature broadleaved woodland
2418,SU240387,424000,138700,51.1465345097453,-1.6568563089367,2700,England,Wiltshire,Mature mixed broadleaved and coniferous woodland,Dry semi/unimproved (flower rich) chalk/limestone grassland
2419,ST95106610,395100,166100,51.3934210400895,-2.07043484518363,1300,England,Wiltshire,Dry semi/unimproved (flower rich) neutral grassland,Mature mixed broadleaved and coniferous woodland
2421,SU00306400,400300,164000,51.3745574866003,-1.99568943525496,1500,England,Wiltshire,Mature broadleaved woodland,Dry semi/unimproved (flower rich) chalk/limestone grassland
2424,ST87104840,387100,148400,51.2341238993978,-2.18478954122474,650,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2425,ST80705600,380700,156000,51.3022882304446,-2.2768775143738,800,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,28
2426,SU04508570,404500,185700,51.5696779362933,-1.93506510899153,3500,England,Wiltshire,Mature broadleaved woodland,Dry semi/unimproved (flower rich) neutral grassland
2427,ST85307590,385300,175900,51.4813786323885,-2.2117108558978,3500,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Small man made woodlands
2428,ST79903510,379900,135100,51.1143101317227,-2.28718280107093,1100,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Inland screes/cliffs/ rock pavements, and outcrops
2429,SU27502850,427500,128500,51.0546493214157,-1.60759300905499,1620,England,Wiltshire,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
2430,SU25303180,425300,131800,51.0844273619325,-1.63875391837641,1330,England,Wiltshire,Mature mixed broadleaved and coniferous woodland,Dry semi/unimproved (flower rich) chalk/limestone grassland
2431,SU240280,424000,128000,51.0503097955416,-1.65756785484466,2270,England,Wiltshire,Mature broadleaved woodland,Recently felled areas/early stage woodland and coppice
2432,SU01906710,401900,167100,51.4024316858639,-1.9726831641632,2270,England,Wiltshire,Missing,22
2434,ST83706770,383700,167700,51.4075961331957,-2.23437623746953,700,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,NA
2436,SU14907630,414900,176300,51.4849703854095,-1.78539186282395,1000,England,Swindon,Dry semi/unimproved (flower rich) chalk/limestone grassland,18
2437,ST83907660,383900,176600,51.4876352225961,-2.23190555194671,1500,England,Wiltshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Mature broadleaved woodland
2438,SU18803380,418800,133800,51.1026633560297,-1.73145874260479,2500,England,Wiltshire,Missing,Missing
2439,SU060890,406000,189000,51.5993387762422,-1.913363751687,1200,England,Wiltshire,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
2440,ST87606980,387600,169800,51.4265792912997,-2.17837230928648,200,England,Wiltshire,Mature broadleaved woodland,Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc
2441,ST93602900,393600,129000,51.0597689094622,-2.09133373918225,,England,Wiltshire,Missing,Missing
2442,ST946777,394600,177700,51.4977304566334,-2.07779912619496,600,England,Wiltshire,Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set aside),Lines of trees or scattered trees of parkland
2443,SU074915,407400,191500,51.6218029214854,-1.89309586918783,2700,England,Wiltshire,Dry semi/unimproved (flower rich) neutral grassland,19
2444,ST946777,394600,177700,51.4977304566334,-2.07779912619496,1350,England,Wiltshire,Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set aside),29
2445,SU252261,425200,126100,51.0331716147666,-1.64057883676312,,England,Wiltshire,15,29
2446,SU227825,422700,182500,51.5404635283757,-1.6726489388504,2100,England,Wiltshire,15,25
2447,ST869483,386900,148300,51.2332200545815,-2.18765082098106,500,England,Wiltshire,15,25
2448,SU023881,402300,188100,51.5912729233796,-1.96679532252782,2000,England,Wiltshire,26,-2
2449,SU028867,402800,186700,51.5796065235982,-1.96026571775319,1360,England,Wiltshire,28,32
2450,SU035206,403500,120600,50.9852449169465,-1.95079946767941,1260,England,Wiltshire,31,32
2451,ST828601,382800,160100,51.3401763850152,-2.24759182166493,450,England,Wiltshire,17,25
2452,SU227825,422700,182500,51.5413954848995,-1.67335590006658,2145,England,Wiltshire,15,25
2453,SU165891,416500,189100,51.6009525212556,-1.76244544261278,1750,England,Wiltshire,15,25
2454,SU225203,422500,120300,50.9821203290138,-1.68014181982285,1321,England,Wiltshire,28,31
2455,SU111248,411100,124800,51.0229166189623,-1.84240055226142,2564,England,Wiltshire,15,22
2456,SU214401,421400,140100,51.1602037412833,-1.69464305695447,1245,England,Wiltshire,15,25
2458,ST842748,384200,174800,51.4723927817474,-2.22815114007607,2945,England,Wiltshire,15,26
2459,SU226393,422600,139300,51.1529642472803,-1.67753334535616,1300,England,Wiltshire,25,18
2500,ST790682,379000,168200,51.4119377787464,-2.30198583804982,2000,England,Somerset,Dry semi/unimproved (flower rich) neutral grassland,Dry scrub/shrub thickets
2502,ST49205120,349200,151200,51.2571859321167,-2.72806633150952,1710,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2503,ST250164,325000,116400,50.9416094548489,-3.06761466178648,680,England,Somerset,Seasonally wet and wet marshy grasslands,Bracken dominated glades or hillsides
2504,ST24701680,324700,116800,50.9451670572732,-3.07196704013903,1130,England,Somerset,Dry semi/unimproved (flower rich) neutral grassland,Bracken dominated glades or hillsides
2505,SS99602900,299600,129000,51.0510252139904,-3.43255924945153,520,England,Somerset,Seasonally wet and wet marshy grasslands,Wet Willow scrub of fen, river and lake side
2506,ST41505550,341500,155500,51.2951127702887,-2.83911510396298,1000,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Wet and dry heathland/ dry heather moorland
2509,SS88502950,288500,129500,51.0534720076254,-3.59103173955465,3150,England,Somerset,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
2510,ST18801780,318800,117800,50.9533575392351,-3.15616459448016,1210,England,Somerset,Wet and dry heathland/ dry heather moorland,Dry semi/unimproved (flower rich) neutral grassland
2511,ST18801810,318800,118100,50.9560549933497,-3.15623153606466,250,England,Somerset,Dry semi/unimproved (flower rich) neutral grassland,
2512,ST26101630,326100,116300,50.9408523490387,-3.0519388640777,650,England,Somerset,Seasonally wet and wet marshy grasslands,Mature broadleaved woodland
2513,ST27302100,327300,121000,50.9832667141202,-3.03579969376742,2060,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2514,ST25201990,325200,119900,50.9731066979295,-3.06548776083432,1080,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,26
2517,ST47505450,347500,154500,51.2867057493306,-2.75291336938686,1622,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Inland screes/cliffs/ rock pavements, and outcrops
2518,ST40503050,340500,130500,51.0702090800845,-2.84931581611208,2200,England,Somerset,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
2519,ST69306380,369300,163800,51.3719288353807,-2.44109015527175,2900,England,Somerset,Mature mixed broadleaved and coniferous woodland,Dry semi/unimproved (flower rich) neutral grassland
2520,ST48505150,348500,151500,51.2598207528922,-2.73814105732523,3800,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2521,ST68604880,368600,148800,51.2370026027279,-2.44982669423823,,England,Somerset,Agriculturally improved/re-seeded/ heavily fertilised grassland,Dry semi/unimproved (flower rich) chalk/limestone grassland
2522,ST68404860,368400,148600,51.2351930309513,-2.45267408663296,620,England,Somerset,Agriculturally improved/re-seeded/ heavily fertilised grassland,Dry semi/unimproved (flower rich) chalk/limestone grassland
2523,ST45505870,345500,158700,51.3242840909459,-2.78223477008388,1850,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Wet and dry heathland/ dry heather moorland
2524,ST49503250,349500,132500,51.0890566876338,-2.72113928888244,3250,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,26
2525,ST460400,346000,140000,51.156179787276,-2.77223825253627,4700,England,Somerset,Inland swamp/fen stands without open water (e.g. reed and sedgebeds),Seasonally wet and wet marshy grasslands
2526,ST20804580,320800,145800,51.2053951615275,-3.13383130355488,4400,England,Somerset,Dry semi/unimproved (flower rich) neutral grassland,Dry scrub/shrub thickets
2527,ST10102320,310100,123200,51.000617545133,-3.28134359597495,2600,England,Somerset,Mature mixed broadleaved and coniferous woodland,Wet and dry heathland/ dry heather moorland
2528,ST48705070,348700,150700,51.2526450778618,-2.73515999845704,3000,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Mature broadleaved woodland
2529,ST49903080,349900,130800,51.0738046131042,-2.71519201599716,2300,England,Somerset,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,Dry semi/unimproved (flower rich) chalk/limestone grassland
2530,ST34702440,334700,124400,51.0147269835827,-2.93099493671072,3002,England,Somerset,Seasonally wet and wet marshy grasslands,Dry semi/unimproved (flower rich) neutral grassland
2531,ST550779,355000,177900,51.4977630158305,-2.64832956650925,1000,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,26
2534,ST17701940,317700,119400,50.9675877933121,-3.17218541820994,1500,England,Somerset,Mature broadleaved woodland,Agriculturally improved/re-seeded/ heavily fertilised grassland
2535,ST47403250,347400,132500,51.0888678887017,-2.75112455454477,1632,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,22
2536,ST11201540,311200,115400,50.930657548175,-3.26376486542993,700,England,Devon,Wet and dry heathland/ dry heather moorland,
2537,ST24801670,324800,116700,50.9442809348938,-3.07052305759198,2240,England,Somerset,Seasonally wet and wet marshy grasslands,Mature broadleaved woodland
2538,ST32506600,332500,166000,51.3885270371694,-2.97018257380564,,England,Somerset,Coastal cliffs/undercliffs,Dry semi/unimproved (flower rich) chalk/limestone grassland
2539,ST50705540,350700,155400,51.2950847472153,-2.70714968269238,4500,England,Somerset,Dry semi/unimproved acid grassland,
2540,ST61503080,361500,130800,51.0747003675461,-2.54960804222876,1270,England,Somerset,Missing,-2
2541,ST390551,339000,155100,51.2912536360685,-2.87490196311202,3600,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Hedgerows
2542,ST42304120,342300,141200,51.1666090505204,-2.82533771900267,4000,England,Somerset,Inland swamp/fen stands without open water (e.g. reed and sedgebeds),Dry semi/unimproved acid grassland
2543,SS97102850,297100,128500,51.0460875185794,-3.46807602090963,1500,England,Somerset,Wet and dry heathland/ dry heather moorland,22
2544,ST330660,333000,166000,51.3885863063918,-2.962997130857,,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Coastal cliffs/undercliffs
2546,ST27302950,327300,129500,51.0596967606198,-3.03750433664703,1000,England,Somerset,Dry semi/unimproved (flower rich) neutral grassland,Lines of trees or scattered trees of parkland
2547,ST71507000,371500,170000,51.4277966257089,-2.40998013598571,3000,England,Somerset,Missing,26
2548,ST79806640,379800,166400,51.3957802819111,-2.29037924920565,3300,England,Somerset,Mature broadleaved woodland,Dry semi/unimproved (flower rich) chalk/limestone grassland
2549,ST48503240,348500,132400,51.0880685025161,-2.73540376584214,1938,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Mature broadleaved woodland
2550,ST150280,315000,128000,51.0445203977348,-3.21264670499802,,England,Somerset,Missing,Missing
2552,ST29805830,329800,158300,51.3189660651463,-3.00746377101569,,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Coastal cliffs/undercliffs
2554,ST13803400,313800,134000,51.0982880867406,-3.23119299570343,,England,Somerset,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,Dry semi/unimproved (flower rich) neutral grassland
2556,ST53506370,353500,163700,51.3699552488772,-2.66807387573431,1444,England,North Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Bare ground/weed communities of post industrial sites e.g. quarries/pits/road/rail/landfill sites
2557,ST50103370,350100,133700,51.0999001394778,-2.71273788775531,2000,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,31
2558,ST34505610,334500,156100,51.299745287315,-2.93961846189177,4600,England,Somerset,15,22
2559,ST33205760,333200,157600,51.3130815042342,-2.95854556161752,800,England,Somerset,15,26
2560,ST089185,308900,118500,50.9581710502159,-3.29726425915102,3500,England,Somerset,17,26
2561,ST30102100,330100,121000,50.9836135828518,-2.99591302186161,700,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,NA
2562,ST34806650,334800,166500,51.393291763355,-2.93722119067667,1950,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,26
2563,ST26601580,326600,115800,50.9364202974319,-3.04472205999826,,England,Somerset,Missing,Missing
2565,ST48501600,348500,116000,50.940591248152,-2.73307479409693,2350,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Seasonally wet and wet marshy grasslands
2566,ST50105070,350100,150700,51.2527693447096,-2.71509885245795,1270,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2567,ST23501520,323500,115200,50.9306222290727,-3.08871087142826,340,England,Somerset,Seasonally wet and wet marshy grasslands,Dry scrub/shrub thickets
2568,ST165245,316500,124500,51.0123718058828,-3.19042251117771,,England,Somerset,Missing,Missing
2569,ST28301870,328300,118700,50.9627108162882,-3.02110088967555,100,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,NA
2570,ST42807380,342800,173800,51.4597942672147,-2.8234173201898,2120,England,Avon,Dry semi/unimproved (flower rich) chalk/limestone grassland,Bracken dominated glades or hillsides
2571,ST440742,344000,174200,51.4635109619161,-2.80620806221273,2200,England,Somerset,Agriculturally improved/re-seeded/ heavily fertilised grassland,Small man made woodlands
2572,ST61803190,361800,131900,51.0846124432879,-2.54544189453173,650,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Hedgerows
2573,ST34105100,334100,151000,51.2538418168462,-2.94441497114623,2000,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Hedgerows
2574,ST320660,332000,166000,51.3884673274429,-2.97736799216125,2825,England,Avon,Dry semi/unimproved (flower rich) chalk/limestone grassland,Coastal cliffs/undercliffs
2575,ST483516,348300,151600,51.2607018573842,-2.74102182615135,1943,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Missing
2576,ST20804580,320800,145800,51.2053951615275,-3.13383130355488,,England,Somerset,Missing,Missing
2577,ST533472,353300,147200,51.2215674337565,-2.66878777912338,2000,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Mature broadleaved woodland
2578,ST396372,339600,137200,51.130362126566,-2.86328244591918,1155,England,Somerset,Dry semi/unimproved acid grassland,Hedgerows
2579,ST494339,349400,133900,51.1016372507951,-2.72276341259644,2332,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Small man made woodlands
2580,ST503331,350300,133100,51.0945220550793,-2.70979883952322,3762,England,Somerset,Mature mixed broadleaved and coniferous woodland,Recently felled areas/early stage woodland and coppice
2581,SS905485,290500,148500,51.2246612699633,-3.56828218028162,2600,England,Somerset,Missing,Missing
2582,ST534480,353400,148000,51.2287694632813,-2.66745983708822,2000,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2583,ST568456,356800,145600,51.2074552350205,-2.61847496280218,1750,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,27
2584,ST313411,331300,141100,51.1644941314966,-2.98263920576357,3475,England,Somerset,Dry scrub/shrub thickets,11
2585,ST658506,365800,150600,51.2530282124901,-2.49010912858759,2600,England,Somerset,Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set aside),25
2586,ST633632,363300,163200,51.3661772335069,-2.52723113233739,2000,England,Somerset,Mature mixed broadleaved and coniferous woodland,31
2587,ST466350,346600,135000,51.1112747549088,-2.76291735747994,2450,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,22
2588,ST566743,356600,174300,51.4655169605395,-2.62483681048309,3510,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,22
2589,ST717936,371700,193600,51.6400232024348,-2.40900063278154,500,England,Avon,Dry semi/unimproved (flower rich) neutral grassland,22
2590,ST605605,360500,160500,51.3417101547973,-2.56715394058206,1500,England,Avon,-1,-1
2591,ST471652,347100,165200,51.3828828090303,-2.76023905580498,350,England,Avon,Dry semi/unimproved (flower rich) chalk/limestone grassland,-2
2592,ST457752,345700,175200,51.4726683812107,-2.78189005736155,1650,England,Avon,Mature broadleaved woodland,31
2593,ST474325,347400,132500,51.0888678887017,-2.75112455454477,1565,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,22
2594,ST563746,356300,174600,51.4681914724378,-2.62919278151499,1320,England,Somerset,Dry semi/unimproved (flower rich) chalk/limestone grassland,22
2595,ST517288,351700,128800,51.055973931195,-2.68923137906499,1411,England,Somerset,15,22
2596,ST357100,335700,110000,50.885351950875,-2.91419587942167,1630,England,Somerset,26,-2
2597,ST516490,351600,149000,51.237611866024,-2.69337470545027,1650,England,Somerset,15,26
2598,ST210460,321000,146000,51.2072211064053,-3.13101274032107,3010,England,Somerset,18,22
2599,ST498327,349800,132700,51.0908815178753,-2.71688345837818,831,England,Somerset,15,22
2601,NS400940,240000,694000,56.1119663970984,-4.57344551503256,5309,Scotland,Central,Recently felled areas/early stage woodland and coppice,Acid bog/mire habitats
2602,NR27506950,127500,669500,55.8415870453663,-6.35342839182149,1200,Scotland,Dumfries and Galloway,Acid bog/mire habitats,Seasonally wet and wet marshy grasslands
2603,NR27706810,127700,668100,55.8291557603178,-6.3488407329216,400,Scotland,Dumfries and Galloway,Acid bog/mire habitats,Seasonally wet and wet marshy grasslands
2605,NS88204220,288200,642200,55.6604389033038,-3.77731764500017,1454,Scotland,Strathclyde,Mature mixed broadleaved and coniferous woodland,Dry semi/unimproved (flower rich) neutral grassland
2608,NN10509130,210500,791300,56.9741498955206,-5.11821675016393,1258,Scotland,Highland,Bracken dominated glades or hillsides,Mature broadleaved woodland
2609,NN120911,212000,791100,56.9729678500852,-5.09342643427132,1620,Scotland,Highland,Mature broadleaved woodland,Acid bog/mire habitats
2610,NM79206880,179200,768800,56.7585227364104,-5.61264266277441,1644,Scotland,Highland,Bracken dominated glades or hillsides,Acid bog/mire habitats
2613,NO520400,352000,740000,56.5496454297122,-2.78082982375838,6210,Scotland,Tayside,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
2614,NS85605670,285600,656700,55.7900669484176,-3.82469228849672,2150,Scotland,Strathclyde,Mature mixed broadleaved and coniferous woodland,Dry semi/unimproved acid grassland
2615,NN840670,284000,767000,56.7802377143208,-3.89867908513836,1000,Scotland,Tayside,Missing,23
2616,NT32807270,332800,672700,55.9426831350379,-3.07601485928084,2458,Scotland,Lothian,Dry semi/unimproved (flower rich) neutral grassland,Mature broadleaved woodland
2617,NS610580,261000,658000,55.7952941999911,-4.2174276448355,,Scotland,Strathclyde,Missing,
2618,NS61405830,261400,658300,55.7981028602228,-4.2112046042883,1450,Scotland,Dumfries and Galloway,Missing,19
2619,NM680520,168000,752000,56.602471690819,-5.78031097331628,2250,Scotland,Highland,Bracken dominated glades or hillsides,Mature broadleaved woodland
2620,NO240131,324000,713100,56.3043067717939,-3.2284009539341,2000,Scotland,Fife,Dry semi/unimproved (flower rich) neutral grassland,Dry scrub/shrub thickets
2621,NS32703570,232700,635700,55.5861538162261,-4.65478081476098,2001,Scotland,Strathclyde,Coastal dune and sand heath,Small man made woodlands
2622,NT64102440,364100,624400,55.5120307526216,-2.5685339774591,1860,Scotland,Borders,Mature mixed broadleaved and coniferous woodland,Intensive arable crops
2623,NX84305420,284300,554200,54.8690841661978,-3.8031112359608,2883,Scotland,Dumfries and Galloway,Bracken dominated glades or hillsides,Dry semi/unimproved acid grassland
2627,NS54907770,254900,677700,55.9703792528679,-4.32520623988065,179,Scotland,Central,Missing,-2
2628,NS700660,270000,666000,55.8696392421349,-4.07779088384905,1700,Scotland,Strathclyde,Missing,Missing
2629,NM51806910,151800,769100,56.7474369998115,-6.06003638695397,1720,Scotland,Highland,Bracken dominated glades or hillsides,Mature broadleaved woodland
2630,NS750550,275000,655000,55.7721756079072,-3.99287376721757,2350,Scotland,Strathclyde,Wet Willow scrub of fen, river and lake side,Dry semi/unimproved (flower rich) neutral grassland
2631,NY04406510,304400,565100,54.9712581933332,-3.49361948238243,1780,Scotland,Dumfries and Galloway,Marine saltmarshes/estuaries/saline reedbeds,Seasonally wet and wet marshy grasslands
