SITENO,GRIDREF,EAST,NORTH,LATITUDE,LONGITUDE,LENGTH,COUNTRY,COUNTY,HABITAT1,HABITAT2
1429,SU87502450,487500,124500,51.0126761103862,-0.75254126943207,,England,West Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1430,TQ41403210,541400,132100,51.0702556814683,0.0184480631255473,1765,England,East Sussex,Wet and dry heathland/ dry heather moorland,Mature mixed broadleaved and coniferous woodland
1431,TQ46703230,546700,132300,51.0707227252606,0.0941322019526378,1835,England,East Sussex,Wet and dry heathland/ dry heather moorland,Dry semi/unimproved acid grassland
1432,TQ23103650,523100,136500,51.1140246507177,-0.241138065957922,2319,England,West Sussex,Agriculturally improved/re-seeded/ heavily fertilised grassland,Mature broadleaved woodland
1433,SU99503170,499500,131700,51.0754559955211,-0.579535348488555,3690,England,East Sussex,Missing,31
1434,SU990310,499000,131000,51.0692491973959,-0.586862747705168,6000,England,West Sussex,Missing,31
1435,TQ60401230,560400,112300,50.8873341240455,0.280713070612557,2930,England,East Sussex,Mature broadleaved woodland,Recently felled areas/early stage woodland and coppice
1436,TQ48202220,548200,122200,50.9795674491541,0.111399742583106,2106,England,East Sussex,Recently felled areas/early stage woodland and coppice,Mature broadleaved woodland
1437,TV54509740,554500,97400,50.7550368540426,0.190611147991397,2700,England,East Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1438,SU97301740,497300,117400,50.9472674649525,-0.614768522779946,2970,England,West Sussex,Wet Willow scrub of fen, river and lake side,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1439,TQ21901200,521900,112000,50.8940475224197,-0.266505032822324,1925,England,East Sussex,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1440,TQ51301470,551300,114700,50.9113586046368,0.152416054086208,1141,England,East Sussex,Missing,28
1442,TQ49803290,549800,132900,51.0753140100659,0.138600456168625,1500,England,East Sussex,Dry semi/unimproved acid grassland,Mature broadleaved woodland
1444,TQ18402250,518400,122500,50.9891652642011,-0.312840288509494,600,England,East Sussex,Missing,25
1445,TQ46402840,546400,128400,51.0357492160312,0.0882751013052037,1650,England,East Sussex,Wet and dry heathland/ dry heather moorland,Mature broadleaved woodland
1446,TQ47802890,547800,128900,51.0398843497439,0.108434561336743,1500,England,East Sussex,Wet and dry heathland/ dry heather moorland,NA
1447,TQ47302950,547300,129500,51.0454050652214,0.101551039240072,1615,England,East Sussex,Wet and dry heathland/ dry heather moorland,NA
1448,TQ530208,553000,120800,50.9657303158227,0.179143927810895,2550,England,East Sussex,Dry semi/unimproved (flower rich) neutral grassland,Agriculturally improved/re-seeded/ heavily fertilised grassland
1449,TQ17802370,517800,123700,51.0000757026209,-0.320996825186574,1800,England,West Sussex,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,Bare ground/weed communities of post industrial sites e.g. quarries/pits/road/rail/landfill sites
1451,TQ37801250,537800,112500,50.8949663205711,-0.0403415076207392,1991,England,East Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1452,TQ45602890,545600,128900,51.0404461550457,0.0770727958805755,1600,England,East Sussex,23,16
1453,TQ20200940,520200,109400,50.8710313320788,-0.291523761859734,2650,England,East Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry semi/unimproved (flower rich) neutral grassland
1454,TQ752131,575200,113100,50.8902229827651,0.491332973302643,2442,England,East Sussex,Missing,Missing
1455,TQ33101330,533100,113300,50.9032596748447,-0.106849033024144,1565,England,West Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,Mature broadleaved woodland
1456,TQ24503170,524500,131700,51.0705758995411,-0.222800074187525,3500,England,East Sussex,Dry semi/unimproved (flower rich) neutral grassland,Hedgerows
1457,TQ25503020,525500,130200,51.0568748933606,-0.209053321077827,875,England,East Sussex,Agriculturally improved/re-seeded/ heavily fertilised grassland,Stands of tall herbs (e.g. nettle and willow herb beds)
1458,TQ545010,554500,101000,50.7873902188921,0.19212348155084,4720,England,West Sussex,Mature coniferous woodland,Dry scrub/shrub thickets
1459,TQ556370,555600,137000,51.110614544637,0.223104716805868,1000,England,East Sussex,Mature mixed broadleaved and coniferous woodland,Acid bog/mire habitats
1460,TQ553368,555300,136800,51.1088986537653,0.218735870208147,1000,England,East Sussex,Mature mixed broadleaved and coniferous woodland,Acid bog/mire habitats
1461,TQ430098,543000,109800,50.8694349382013,0.032502524095805,,England,West Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,32
1462,TQ436101,543600,110100,50.8719825012066,0.0411425421735707,,England,West Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,30
1463,SU921162,492100,116200,50.9373327447526,-0.689081575087561,500,England,East Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,-2
1464,SU922162,492200,116200,50.9373167605508,-0.687658609900722,390,England,East Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,22
1465,SU915162,491500,116200,50.9374282859398,-0.697619393399212,1000,England,East Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,22
1466,SU918163,491800,116300,50.9382796965167,-0.693325276331571,900,England,East Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,22
1467,TQ331082,533100,108200,50.8574180587422,-0.108706347778708,1895,England,West Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,22
1468,TQ309072,530900,107200,50.8489315659702,-0.140307265884802,454,England,West Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,38
1469,SU872284,487200,128400,51.0477870140244,-0.755878613625763,1550,England,East Sussex,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,28
1470,SU972128,497200,112800,50.9059268127406,-0.617418443632945,1890,England,East Sussex,Dry semi/unimproved (flower rich) neutral grassland,15
1471,SU820285,482000,128500,51.0494522383242,-0.830029600413375,5000,England,East Sussex,Wet and dry heathland/ dry heather moorland,31
1472,TV550997,555000,99700,50.7755736535738,0.198663957412525,2900,England,West Sussex,Dry semi/unimproved (flower rich) chalk/limestone grassland,21
1473,SU920160,492000,116000,50.9355505068784,-0.690555051577841,,England,East Sussex,-1,-1
1474,TQ153339,515300,133900,51.0922750751808,-0.353364834490023,1200,England,East Sussex,Dry semi/unimproved (flower rich) neutral grassland,25
1475,SU973167,497300,116700,50.9409739523302,-0.614955572490796,850,England,East Sussex,Mature broadleaved woodland,31
1476,TQ079016,507900,101600,50.8033345554093,-0.468577859411235,1550,England,East Sussex,Dry semi/unimproved (flower rich) neutral grassland,22
1477,SU898017,489800,101700,50.8073226228734,-0.725371548790538,1960,England,East Sussex,Dry semi/unimproved (flower rich) neutral grassland,25
1478,TQ515417,551500,141700,51.1539503996405,0.166548635482758,1900,England,West Sussex,Mature mixed broadleaved and coniferous woodland,31
1479,TQ332047,533200,104700,50.8259348857127,-0.108558995788029,1040,England,West Sussex,15,22
1480,TQ321072,532100,107200,50.8486587251865,-0.12326862378038,1900,England,West Sussex,15,22
1482,TQ211072,521100,107200,50.8510666863007,-0.279465829146357,1629,England,East Sussex,15,27
1483,SU969119,496900,111900,50.8978855173596,-0.621923277069783,2285,England,East Sussex,26,15
1484,TQ398180,539800,118000,50.9439194392141,-0.00980915851918196,1677,England,East Sussex,26,20
1485,TQ819251,581900,125100,50.9969776892541,0.591567677896952,1500,England,East Sussex,39,26
1486,TQ790203,579000,120300,50.9547664467152,0.547922314686269,3277,England,Sussex,28,17
1487,SU988094,498800,109400,50.8761049707958,-0.596391246217098,1200,England,West Sussex,15,29
1488,SU852219,485200,121900,50.990647675968,-0.786721284172736,4000,England,West Sussex,23,22
1490,TQ059167,505900,116700,50.9404700599951,-0.493396388236968,1880,England,,32,19
1491,SU915162,491500,116200,50.9384385117234,-0.698414652201071,1000,England,,15,28
1492,SU911163,491100,116300,50.9394008037131,-0.704080982877161,380,England,,17,21
1493,SU914163,491400,116300,50.9393533614644,-0.699812410272788,140,England,,17,26
1500,TQ45904330,545900,143300,51.1697851296769,0.0871720792282926,1300,England,Kent,Dry semi/unimproved (flower rich) neutral grassland,Mature broadleaved woodland
1501,TQ78306630,578300,166300,51.3672324666641,0.561691084364467,2350,England,Kent,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1502,TQ79206540,579200,165400,51.3588639100391,0.574154084045764,,England,Kent,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1503,TQ96804580,596800,145800,51.1769935011714,0.815870099757469,3100,England,Kent,Wet and dry heathland/ dry heather moorland,Acid bog/mire habitats
1504,TQ50806040,550800,160400,51.3221830717278,0.164420810403542,1250,England,Kent,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1505,TR28504470,628500,144700,51.1553306119183,1.26800776407243,2850,England,Kent,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1510,TQ73506240,573500,162400,51.3336808286114,0.490897279699124,2500,England,Kent,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1511,TQ990349,599000,134900,51.0783283565088,0.84128868732938,2450,England,Kent,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1519,TR35206160,635200,161600,51.3043338003373,1.37474788585023,,England,Kent,Missing,
1520,TQ90705650,590700,156500,51.275175527106,0.734391370763441,1900,England,Kent,Intensive arable crops,Agriculturally improved/re-seeded/ heavily fertilised grassland
1521,TQ91605860,591600,158600,51.2937368141612,0.748406802743249,1700,England,Kent,Recently felled areas/early stage woodland and coppice,Mature broadleaved woodland
1522,TQ91805670,591800,156700,51.2766027960315,0.750251851276264,1000,England,Kent,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1523,TQ89705530,589700,155300,51.2647300866486,0.719433244908756,1850,England,Kent,Intensive arable crops,Dry semi/unimproved (flower rich) chalk/limestone grassland
1524,TQ98103550,598100,135500,51.0840291048086,0.828784354627382,2500,England,Kent,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1525,TQ62604440,562600,144400,51.1751649651221,0.326371261673951,2000,England,Kent,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1526,TQ61504350,561500,143500,51.1673896151031,0.31024262636347,2350,England,Kent,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1528,TQ82706290,582700,162900,51.3352907684195,0.623091070275796,,England,Kent,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1529,TR12505550,612500,155500,51.2584832194458,1.04593120941298,1950,England,Kent,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1530,TR08505300,608500,153000,51.2375084492329,0.987224240059262,2000,England,Kent,Dry semi/unimproved (flower rich) chalk/limestone grassland,Agriculturally improved/re-seeded/ heavily fertilised grassland
1532,TQ530608,553000,160800,51.3251899784621,0.196144265880567,1552,England,Kent,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1533,TQ52806130,552800,161300,51.3297368393637,0.193490198181269,880,England,Kent,Dry semi/unimproved (flower rich) chalk/limestone grassland,
1535,TQ44606350,544600,163500,51.3516524455114,0.0767557100395493,,England,Kent,Missing,Missing
1536,TQ440698,544000,169800,51.4084218047978,0.0706987273965769,2019,England,Kent,Missing,Missing
1537,TQ460702,546000,170200,51.4115049885971,0.0996025323926668,1667,England,Kent,Missing,Missing
1538,TR37304980,637300,149800,51.1975332593855,1.39699967754593,1141,England,Kent,-1,-1
1539,TQ43806090,543800,160900,51.3284895308355,0.0642238465222076,,England,Kent,Missing,Missing
1540,TR38407140,638400,171400,51.3909741244222,1.42713905980098,1342,England,Kent,-1,-1
1541,TQ43106110,543100,161100,51.3304635243215,0.0542627652780845,1680,England,Kent,Missing,Missing
1542,TQ62604440,562600,144400,51.1751649651221,0.326371261673951,2000,England,Kent,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1544,TR34106320,634100,163200,51.3191509460445,1.36004396133999,1750,England,Kent,Missing,Missing
1545,TR33806250,633800,162500,51.3129901532318,1.35528701961825,2320,England,Kent,Missing,Missing
1546,TR15506200,615500,162000,51.3157255282633,1.0927878578334,3560,England,Kent,Mature broadleaved woodland,Agriculturally improved/re-seeded/ heavily fertilised grassland
1547,TR34906170,634900,161700,51.3053553948919,1.37051719089627,3538,England,Kent,Coastal dune grassland,NA
1548,TR392663,639200,166300,51.3448572529609,1.43518609572483,3150,England,Kent,Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,2
1550,TQ396643,539600,164300,51.3600928090419,0.00530742023095065,1632,England,Kent,-1,-1
1551,TQ444649,544400,164900,51.3642848710809,0.0744537742228886,1138,England,Kent,Dry semi/unimproved (flower rich) neutral grassland,22
1552,TR157636,615700,163600,51.3300171682554,1.09662198576863,2265,England,Kent,Mature mixed broadleaved and coniferous woodland,31
1553,TR166635,616600,163500,51.3287771515089,1.10946134512492,4190,England,Kent,31,27
1554,TQ964458,596400,145800,51.1781280833649,0.809197253917868,2000,England,Kent,23,12
1555,TR376646,637600,164600,51.3302677137917,1.41111801206885,2500,England,Kent,26,39
1556,TQ398652,539800,165200,51.3681320841324,0.00853238247376087,300,England,Kent,-1,-1
1557,TR097638,609700,163800,51.3340574020101,1.01073229743494,2436,England,Kent,17,-2
1559,TR225695,622500,169500,51.380372051449,1.19777306775794,3981,England,Kent,17,26
1560,TR093634,609300,163400,51.3306126244508,1.00476282949587,1071,England,Kent,17,-2
1561,TR361573,636100,157300,51.2663525156621,1.38377669714204,,England,Kent,,
1562,TQ989336,598900,133600,51.0676963854222,0.83819058890922,,England,Kent,,
1563,TR307513,630700,151300,51.214701101748,1.30264549672723,1250,England,Kent,15,25
1564,TQ791655,579100,165500,51.3607673102423,0.571832449628919,2323,England,Kent,15,22
1565,TQ781661,578100,166100,51.3664711742362,0.557784732359591,2522,England,Kent,15,22
1566,TQ611472,561100,147200,51.201738785963,0.305279626377596,200,England,Kent,19,18
1567,TQ962345,596200,134500,51.0767083640806,0.800191810881072,3117,England,Kent,18,26
1568,TQ719335,571900,133500,51.0755154964166,0.453186127867342,6000,England,Kent,27,
1569,TR143577,614300,157700,51.2785535066475,1.07202425020738,1630,England,Kent,39,24
1570,TQ522569,552200,156900,51.2913358780832,0.182111023250447,2700,England,Kent,26,24
1571,TQ693399,569300,139900,51.133786070609,0.419107828667845,2891,England,Kent,26,18
1572,TQ544610,554400,161000,51.3275826057506,0.215411085623505,2275,England,Kent,15,26
1573,TQ743621,574300,162100,51.3317170338852,0.501295136908898,900,England,Kent,15,26
1574,TQ829629,582900,162900,51.3362033423887,0.625017343747557,2300,England,Kent,15,
1575,TR183481,618300,148100,51.1908423999686,1.12343989682957,1650,England,Kent,28,32
1576,TQ555593,555500,159300,51.312008702405,0.230445240880611,2372,England,Kent,15,22
1577,TR254461,625400,146100,51.1701326248484,1.22362499899688,1180,England,Kent,15,22
1578,TR392662,639200,166200,51.3449439479235,1.4340928781194,4425,England,Kent,39,2
1579,TQ427733,542700,173300,51.4411634869537,0.0525425443851631,1000,England,Kent,39,26
1580,TQ616422,561600,142200,51.1566744516239,0.310183027567487,2000,England,Kent,23,16
1581,TQ829628,582900,162800,51.3353051149766,0.624966016350823,3000,England,Kent,15,
1582,TQ725633,572500,163300,51.3430456092327,0.476064300035318,600,England,Kent,15,32
1583,TQ789588,578900,158800,51.3006462586315,0.5656000815392,2000,England,Kent,15,26
1601,SK94406970,494400,369700,53.2156780959527,-0.586130450352834,3555,England,Lincolnshire,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,Dry semi/unimproved acid grassland
1603,TF150740,515000,374000,53.2502584432924,-0.27618256102321,3660,England,Lincolnshire,Mature mixed broadleaved and coniferous woodland,Recently felled areas/early stage woodland and coppice
1604,TF02101920,502100,319200,52.7604075981425,-0.486795332151673,,England,Lincolnshire,Missing,
1605,TF03302040,503300,320400,52.7709642856317,-0.468638844906435,,England,Lincolnshire,Missing,15
1606,TF04202060,504200,320600,52.7725888208868,-0.45523850293297,,England,Lincolnshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1607,TF11507160,511500,371600,53.2294388421244,-0.32946193604844,400,England,Lincolnshire,Missing,25
1608,SK95402250,495400,322500,52.7912922422285,-0.585099014142997,830,England,Lincolnshire,Mature mixed broadleaved and coniferous woodland,28
1610,SK94302330,494300,323300,52.798675886112,-0.601177366958272,580,England,Lincolnshire,Mature mixed broadleaved and coniferous woodland,Dry semi/unimproved (flower rich) chalk/limestone grassland
1613,TF000220,500000,322000,52.7859655800443,-0.517052451961953,,England,Lincolnshire,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,-2
1614,TF26708060,526700,380600,53.3068944393292,-0.0982722595268071,1740,England,Lincolnshire,Dry semi/unimproved (flower rich) chalk/limestone grassland,Agriculturally improved/re-seeded/ heavily fertilised grassland
1615,TF130680,513000,368000,53.1967723342518,-0.308274170948225,2390,England,Lincolnshire,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes,Mature mixed broadleaved and coniferous woodland
1616,SK911670,491100,367000,53.1919882434006,-0.636311001784996,1282,England,Lincolnshire,Bare ground/weed communities of post industrial sites e.g. quarries/pits/road/rail/landfill sites,11
1617,TF356392,535600,339200,52.9327361733806,0.0177261351215119,2450,England,Lincolnshire,1,25
1618,TF356391,535600,339100,52.9326227083128,0.0167643054722002,2000,England,Lincolnshire,1,25
1701,SX72908990,272900,89900,50.6942664707881,-3.79975591002477,620,England,Devon,Bracken dominated glades or hillsides,Wet and dry heathland/ dry heather moorland
1703,SX70407100,270400,71000,50.5238173076878,-3.82853774916163,2100,England,Devon,Bracken dominated glades or hillsides,Wet and dry heathland/ dry heather moorland
1705,ST11501550,311500,115500,50.9316027896287,-3.25952078133202,400,England,Devon,Dry semi/unimproved acid grassland,Mature mixed broadleaved and coniferous woodland
1706,SX87208450,287200,84500,50.6486687438343,-3.59570776275265,2767,England,Devon,Mature coniferous woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1708,SX99909950,299900,99500,50.7858542612843,-3.42018226311649,400,England,Devon,Mature broadleaved woodland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1709,SX660985,266000,98500,50.7700207302523,-3.90053181528461,4144,England,Devon,Agriculturally improved/re-seeded/ heavily fertilised grassland,Hedgerows
1710,SX490836,249000,83600,50.6319309091857,-4.13538187770012,1500,England,Devon,Bare ground/weed communities of post industrial sites e.g. quarries/pits/road/rail/landfill sites,Mature mixed broadleaved and coniferous woodland
1714,SS29700780,229700,107800,50.8440657252733,-4.41925512379547,1374,England,Devon,Seasonally wet and wet marshy grasslands,Dry semi/unimproved (flower rich) neutral grassland
1715,SX69505520,269500,55200,50.3815833376592,-3.83572267017077,2160,England,Devon,Seasonally wet and wet marshy grasslands,Agriculturally improved/re-seeded/ heavily fertilised grassland
1717,SX48407030,248400,70300,50.512239387262,-4.1384397822439,900,England,Devon,Bracken dominated glades or hillsides,Dry scrub/shrub thickets
1718,SX85608160,285600,81600,50.6222849569401,-3.61743714764117,1680,England,Devon,Dry semi/unimproved (flower rich) neutral grassland,Bracken dominated glades or hillsides
1719,SX76208200,276200,82000,50.6239605750829,-3.75040839809976,1200,England,Devon,Bracken dominated glades or hillsides,Dry scrub/shrub thickets
1720,SX87206760,287200,67600,50.4967300285996,-3.59058201241957,1345,England,Devon,Dry semi/unimproved (flower rich) chalk/limestone grassland,Dry scrub/shrub thickets
1721,SX82407650,282400,76500,50.5757986938168,-3.66104511310746,1140,England,Devon,Wet and dry heathland/ dry heather moorland,Mature mixed broadleaved and coniferous woodland
1722,SX75307240,275300,72400,50.5374679264564,-3.75990690001605,540,England,Devon,Agriculturally improved/re-seeded/ heavily fertilised grassland,Dry semi/unimproved acid grassland
1723,SX83207510,283200,75100,50.5633729596118,-3.6493108977111,1000,England,Devon,Dry semi/unimproved (flower rich) neutral grassland,Recently felled areas/early stage woodland and coppice
1724,SS680025,268000,102500,50.8064345479444,-3.87361909539341,2050,England,Devon,Wet and dry heathland/ dry heather moorland,Dry semi/unimproved acid grassland
1727,SX7572,275000,72000,50.5338079834205,-3.76400454885606,530,England,Devon,Dry semi/unimproved acid grassland,Mature broadleaved woodland
1728,ST11201540,311200,115400,50.930657548175,-3.26376486542993,1700,England,Devon,Wet and dry heathland/ dry heather moorland,20
1729,SX82407680,282400,76800,50.5784957377468,-3.66113999734029,1855,England,Devon,Wet and dry heathland/ dry heather moorland,Mature mixed broadleaved and coniferous woodland
1730,SX82504650,282500,46500,50.306107268094,-3.65022564266338,,England,Devon,Missing,Missing
1731,SX820442,282000,44200,50.2853290203982,-3.65652637423033,,England,Devon,Missing,Missing
1733,SY29909510,329900,95100,50.7506933282273,-2.99379757067794,2500,England,Devon,Dry scrub/shrub thickets,Dry semi/unimproved (flower rich) neutral grassland
1734,SX82407680,282400,76800,50.5784957377468,-3.66113999734029,770,England,Devon,Wet and dry heathland/ dry heather moorland,Mature broadleaved woodland
1735,SX787789,278700,78900,50.5966175962422,-3.71406471533999,250,England,Devon,Mature broadleaved woodland,16
1736,SX880594,288000,59400,50.4231598751286,-3.57685216635639,1712,England,Devon,Mature broadleaved woodland,15
1737,SX878602,287800,60200,50.4303142803488,-3.57990619793598,1143,England,Devon,Dry semi/unimproved (flower rich) neutral grassland,26
1738,SX900787,290000,78700,50.5970591382293,-3.55439338306755,956,England,Devon,Wet and dry heathland/ dry heather moorland,29
1739,SS574338,257400,133800,51.085237447952,-4.03623701600241,1410,England,Devon,Small man made woodlands,32
1740,SX825769,282500,76900,50.5794148845744,-3.65975969931914,1150,England,Devon,Wet and dry heathland/ dry heather moorland,26
1741,SX823463,282300,46300,50.304269252128,-3.65297095334241,1263,England,Devon,18,38
1742,SX956867,295600,86700,50.6700147947693,-3.47754288307316,1460,England,Devon,19,25
1743,SX522549,252200,54900,50.3747931244357,-4.07880080543758,1225,England,Devon,17,26
1744,SS823130,282300,113000,50.9039085205832,-3.67411844245283,1825,England,Devon,18,26
1745,SX753698,275300,69800,50.5140945388834,-3.75903746913804,1561,England,Devon,25,18
1746,SX939562,293900,56200,50.3954841553046,-3.49291216506044,1711,England,Devon,15,20
1747,SX878602,287800,60200,50.4303142803488,-3.57990619793598,297,England,Devon,17,22
1748,SX751723,275100,72300,50.5365262689064,-3.76269458973042,250,England,Devon,33,26
1750,SS498329,249800,132900,51.0752094365958,-4.14430672823794,2300,England,Devon,17,18
1751,SX852722,285200,72200,50.5376973233849,-3.62018737506132,1000,England,Devon,15,18
1752,SY169885,316900,88500,50.6906506853054,-3.17710519283492,2325,England,Devon,9,25
1753,SS439309,243900,130900,51.0566319260666,-4.22803755374373,1900,England,Devon,2,22
1754,SY057905,305700,90500,50.7069222026484,-3.33613171827731,745,England,Devon,,
1755,SY058898,305800,89800,50.7006452478735,-3.3345372225194,,England,Devon,,
1756,SS536084,253600,108400,50.8569951952184,-4.08067674995551,2000,England,Devon,40,26
1757,SX800630,280000,63000,50.4549871456847,-3.69106376663661,1000,England,Devon,19,15
1758,SX704516,270400,51600,50.3504737160716,-3.82229128085728,925,England,Devon,17,26
1760,SS417017,241700,101700,50.7936560063185,-4.24672232150333,2890,England,Devon,27,28
1761,SX711516,271100,51600,50.350627457856,-3.812457409992,1000,England,Devon,32,20
1762,SX734427,273400,42700,50.2711249407895,-3.77715974418413,1800,England,Devon,18,30
1763,SX777741,277700,74100,50.5542889400249,-3.72708486741685,1810,England,Devon,25,17
1764,SX768896,276800,89600,50.6934240399667,-3.74493412266482,3750,England,Devon,28,20
1780,SX75307240,275300,72400,50.5374679264564,-3.75990690001605,930,England,Devon,Agriculturally improved/re-seeded/ heavily fertilised grassland,Mature broadleaved woodland
1803,SW58704130,158700,41300,50.2217770093231,-5.38322240511893,937,England,Cornwall and Isles of Scilly,Coastal dune grassland,Fen/swamp/marsh vegetation of inland freshwater edges
1805,SW58404160,158400,41600,50.2243481764832,-5.38761185477064,1558,England,Cornwall and Isles of Scilly,Coastal dune grassland,Coastal dune slacks
1807,SW60303230,160300,32300,50.141615818182,-5.35515830660631,881,England,Cornwall and Isles of Scilly,Mature mixed broadleaved and coniferous woodland,Wet and dry heathland/ dry heather moorland
1808,SX37807330,237800,73300,50.5363586146136,-4.28914310794225,2378,England,Cornwall and Isles of Scilly,Mature mixed broadleaved and coniferous woodland,Bracken dominated glades or hillsides
1809,SX39507250,239500,72500,50.5296380649345,-4.26482648847121,2000,England,Cornwall and Isles of Scilly,Recently felled areas/early stage woodland and coppice,Dry semi/unimproved (flower rich) neutral grassland
1811,SW95807980,195800,79800,50.5815925879273,-4.88474092343927,2301,England,Cornwall and Isles of Scilly,Dry semi/unimproved (flower rich) neutral grassland,Dry scrub/shrub thickets
1813,SW51803780,151800,37800,50.1874994798265,-5.47749275585288,500,England,Cornwall and Isles of Scilly,Hedgerows,Dry semi/unimproved acid grassland
1820,SX43504920,243500,49200,50.321313029884,-4.19870475986111,1531,England,Cornwall and Isles of Scilly,Dry semi/unimproved acid grassland,Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes
1821,SW518388,151800,38800,50.1964774231624,-5.47814565599656,750,England,Cornwall and Isles of Scilly,Recently felled areas/early stage woodland and coppice,23
1822,SX103753,210300,75300,50.5460549269568,-4.67785267903993,,England,Cornwall and Isles of Scilly,-1,-1
1823,SW352318,135200,31800,50.126456790857,-5.70540201792834,1505,England,Cornwall and Isles of Scilly,Dry semi/unimproved acid grassland,23
1824,SW358325,135800,32500,50.1330072775116,-5.69750939876798,2835,England,Cornwall and Isles of Scilly,Dry semi/unimproved acid grassland,22
1825,SW396223,139600,22300,50.0431265682879,-5.63749664394254,1575,England,Cornwall and Isles of Scilly,Dry scrub/shrub thickets,9
1826,SW411356,141100,35600,50.1631707574709,-5.62560019574954,2231,England,Cornwall and Isles of Scilly,Dry semi/unimproved acid grassland,23
1827,SW579396,157900,39600,50.2061863320117,-5.39333419653383,2900,England,Cornwall and Isles of Scilly,Coastal dune grassland,4
1828,SW785599,178500,59900,50.3965718942413,-5.11697536824829,2500,England,Cornwall and Isles of Scilly,Coastal dune grassland,-2
1829,SX000394,200000,39400,50.2201192745707,-4.80397314739991,3500,England,Cornwall and Isles of Scilly,Coastal cliffs/undercliffs,17
1830,SX424706,242400,70600,50.5133508277799,-4.22313476637395,550,England,Cornwall and Isles of Scilly,Bare ground/weed communities of post industrial sites e.g. quarries/pits/road/rail/landfill sites,31
1831,SW935581,193500,58100,50.3858645394434,-4.90520350154425,1500,England,Cornwall and Isles of Scilly,Bare ground/weed communities of post industrial sites e.g. quarries/pits/road/rail/landfill sites,24
1832,SW364224,136400,22400,50.0426158589929,-5.68216866901753,2725,England,Cornwall and Isles of Scilly,Wet and dry heathland/ dry heather moorland,22
1833,SW997464,199700,46400,50.2829030057293,-4.81187506160173,1402,England,Cornwall and Isles of Scilly,17,26
1834,SX108911,210800,91100,50.6881650629839,-4.67885936737125,,England,Cornwall and Isles of Scilly,20,17
1835,SW894420,189400,42000,50.2404047,-4.9548132,1050,England,Cornwall and Isles of Scilly,1,25
1836,SW599321,159900,32100,50.1396582239494,-5.36062107675171,2325,England,Cornwall and Isles of Scilly,20,23
1837,SV921162,92100,16200,49.9657511021951,-6.29430865569737,,England,Cornwall and Isles of Scilly,16,26
